"RUID","UID","Census","Set","SubSet","PlotCode","Plot","Tra","Qua","Crit","Sample","Tag","Species","PosX","PosY","Sup","Rep","FrutPerBranch","NumbBranch","AvrgSeeds","CAR","RecrYr","DeadYr","ExcYr","RincYr","Height","CovD1","CovD2","DBH01","DBH02","DBH03","DBH04","DBH05","DBH06","DBH07","DBH08","DBH09","DBH10","DBH11","DBH12","DBH13","DBH14","DBH15","DBH16","DBH17","DBH18","DBH19","DBH20","DBH21","DBH22","DBH23","DBH24","DBH25","DBH26","DBH27","DBH28","DBH29","DBH30","minDBH","maxDBH","Basal.cm2.plot","Basal.m2.ha","Cob.m2.plot","Cob.m2.ha","Dens.ha","Rec.ha","Mu.ha","Stems","Observaciones.anuales","Historial.de.objeto","X","id","Age.init","Fst.cens","plot","Age.census","TotFrut","TotSeeds"
"23557003","235570",2003,"SecCan",NA,"SC07","BES",2,"3","B","400","61","Mimosa acantholoba","2.9","12.4",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.62,3.15,2.95,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.6,"246300864041","0.061575216",72983124334,"1824578108343","25","0",0,1,"1 tronco","","","pBESi61q3",11,2003,7,11,0,0
"23554903","235549",2003,"SecCan",NA,"SC07","BES",2,"4","C","200","58","Mimosa acantholoba","2.3","15.28",1,"",NA,NA,NA,NA,NA,2005,NA,NA,4.3,2.02,2.29,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,3.45,"93482016398","0.046741008",36330948242,"1816547412122","50","0",0,1,"c/ ramas mtas. 1 tronco crec de lado","","","pBESi58q4",11,2003,7,11,0,0
"23563103","235631",2003,"SecCan",NA,"SC07","BES",2,"4","C","100","67","Mimosa acantholoba","0.5","15.9",1,"",NA,NA,NA,NA,NA,2005,NA,NA,3,1.34,1.32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"31415926536","0.031415927",13892122714,"1389212271417","100","0",0,1,"","","","pBESi67q4",11,2003,7,11,0,0
"23566203","235662",2003,"SecCan",NA,"SC07","BES",2,"4","C","200","70","Mimosa acantholoba","0.4","17.62",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.02,1.6,2.35,2.7,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,3.8,"170667020906","0.085333511",29530970944,"1476548547187","50","0",0,2,"ramif desde la base. ambos tallos del mismo tamaño","","","pBESi70q4",11,2003,7,11,0,0
"23569303","235693",2003,"SecCan",NA,"SC07","BES",2,"4","C","400","73","Mimosa acantholoba","2.34","18.3",1,"",NA,NA,NA,NA,NA,2005,NA,NA,4.85,4.05,2.8,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,5.7,"255175863288","0.063793966",89064151729,"2226603793232","25","0",0,1,"1 solo tronco","","","pBESi73q4",11,2003,7,11,0,0
"23575403","235754",2003,"SecCan",NA,"SC07","BES",2,"4","C","200","79","Mimosa acantholoba","2.89","19.1",1,"",NA,NA,NA,NA,NA,NA,NA,NA,3.25,3.6,2.7,3.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,4.4,"265464579228","0.13273229",76340701482,"3817035074112","50","0",0,2,"1 solo tronco","","","pBESi79q4",11,2003,7,11,0,0
"23564803","235648",2003,"SecCan",NA,"SC07","BES",2,"4","C","200","68","Mimosa acantholoba","1.3","19.73",1,"",NA,NA,NA,NA,NA,2005,NA,NA,4,2.92,2.42,2.4,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.75,"155685550939","0.077842776",55499375818,"2774968790916","50","0",0,2,"2 tallos desde la base","","","pBESi68q4",11,2003,7,11,0,0
"23571603","235716",2003,"SecCan",NA,"SC07","BES",2,"4","C","200","75","Mimosa acantholoba","0.5","19.9",1,"",NA,NA,NA,NA,NA,2007,NA,NA,3.95,2.25,2.32,3.3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.4,"176321887683","0.088160944",40997784129,"2049889206467","50","0",0,2,"ramas bajas mtas. 1 solo tronco","","","pBESi75q4",11,2003,7,11,0,0
"23577803","235778",2003,"SecCan",NA,"SC07","BES",3,"1","A","400","83","Mimosa acantholoba","3.82","1.87",1,"",NA,NA,NA,NA,NA,2007,NA,NA,5.15,2.62,3.35,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"196349540849","0.049087385",68934396801,"1723359920035","25","0",0,1,"1 tronco","","","pBESi83q1",11,2003,7,11,0,0
"23586003","235860",2003,"SecCan",NA,"SC07","BES",3,"2","C","100","92","Mimosa acantholoba","4.85","5.76",1,"",NA,NA,NA,NA,NA,NA,NA,NA,2.96,3.8,3.4,1.7,1.8,1.9,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2.3,"149461270495","0.149461271",101473442711,"10147344271095","100","0",0,5,"crec de lado. con varias ramas verticales","","","pBESi92q2",11,2003,7,11,0,0
"23587703","235877",2003,"SecCan",NA,"SC07","BES",3,"2","C","200","93","Mimosa acantholoba","3.77","7",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.25,1.29,1.47,1.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,3,"961327352","0.048066368",14893505373,"744675268625","50","0",0,2,"1 tronco ramif 30 cm","","","pBESi93q2",11,2003,7,11,0,0
"23588403","235884",2003,"SecCan",NA,"SC07","BES",3,"2","C","400","94","Mimosa acantholoba","3.86","7.65",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.96,4.44,3.49,5.6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,5.6,"384845100065","0.096211275",121702157807,"3042553945185","25","0",0,2,"ramif desde base","","","pBESi94q2",11,2003,7,11,0,0
"23597603","235976",2003,"SecCan",NA,"SC07","BES",3,"2","C","400","103","Mimosa acantholoba","2.2","7.83",1,"",NA,NA,NA,NA,NA,NA,NA,NA,3.94,5.58,3.7,2.7,1.7,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,6.2,"381860587044","0.095465147",162153304815,"4053832620376","25","0",0,3,"crec ladeado","","","pBESi103q2",11,2003,7,11,0,0
"23589103","235891",2003,"SecCan",NA,"SC07","BES",3,"2","C","100","95","Mimosa acantholoba","4.85","7.95",1,"",NA,NA,NA,NA,NA,2006,NA,NA,3.35,1.94,1.28,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,"22698006922","0.022698007",19503007193,"1950300719349","100","0",0,1,"","","","pBESi95q2",11,2003,7,11,0,0
"23592103","235921",2003,"SecCan",NA,"SC07","BES",3,"2","C","200","98","Mimosa acantholoba","4.25","8.19",1,"",NA,NA,NA,NA,NA,2006,NA,NA,3.48,3.95,3.5,2.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4,"174751091356","0.087375546",10858129609,"5429064804485","50","0",0,2,"1 tronco crec medio ladeado","","","pBESi98q2",11,2003,7,11,0,0
"23593803","235938",2003,"SecCan",NA,"SC07","BES",3,"2","C","100","99","Mimosa acantholoba","4.8","8.59",1,"",NA,NA,NA,NA,NA,2007,NA,NA,3.58,1.52,1.39,1.6,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,1.6,"29098216556","0.029098217",16593892396,"1659389239626","100","0",0,2,"ramif desde base. 2 troncos chicos","","","pBESi99q2",11,2003,7,11,0,0
"23600303","236003",2003,"SecCan",NA,"SC07","BES",3,"3","A","400","110","Mimosa acantholoba","3.06","13.53",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.8,3.59,3.1,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,6.2,"30190705401","0.075476764",87406961605,"2185174040113","25","0",0,1,"","","","pBESi110q3",11,2003,7,11,0,0
"23602703","236027",2003,"SecCan",NA,"SC07","BES",3,"4","B","200","112","Mimosa acantholoba","2.46","15.3",1,"",NA,NA,NA,NA,NA,NA,NA,NA,3.67,2.95,2.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"125663706144","0.062831853",52130803096,"2606540154775","50","0",0,1,"","","","pBESi112q4",11,2003,7,11,0,0
"23601003","236010",2003,"SecCan",NA,"SC07","BES",3,"4","B","200","111","Mimosa acantholoba","3.28","15.3",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.33,2.49,2.44,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"125663706144","0.062831853",47717650815,"2385882540769","50","0",0,1,"","","","pBESi111q4",11,2003,7,11,0,0
"23607203","236072",2003,"SecCan",NA,"SC07","BES",3,"4","B","200","117","Mimosa acantholoba","4.48","15.72",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.4,3.55,4.23,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,"96211275016","0.048105638",117939315207,"5896965760329","50","0",0,1,"","","","pBESi117q4",11,2003,7,11,0,0
"23603403","236034",2003,"SecCan",NA,"SC07","BES",3,"4","B","200","113","Mimosa acantholoba","2.43","16.5",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.03,3.24,1.91,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,"66051985542","0.033025993",48603579944,"2430178997184","50","0",0,1,"","","","pBESi113q4",11,2003,7,11,0,0
"23623203","236232",2003,"SecCan",NA,"SC07","BES",4,"1","B","400","141","Mimosa acantholoba","0.86","0.8",1,"",NA,NA,NA,NA,NA,2007,NA,NA,4.77,4.07,3.9,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,6.1,"2922466566","0.073061664",124666250476,"3116656261902","25","0",0,1,"1 solo tronco","","","pBESi141q1",11,2003,7,11,0,0
"23624903","236249",2003,"SecCan",NA,"SC07","BES",4,"1","B","400","142","Mimosa acantholoba","0.67","0.93",1,"",NA,NA,NA,NA,NA,2007,NA,NA,4.62,6.52,5.34,3.8,8,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,8,"761286439781","0.19032161",273450507754,"6836262693844","25","0",0,3,"1 tocon gde","","","pBESi142q1",11,2003,7,11,0,0
"23617103","236171",2003,"SecCan",NA,"SC07","BES",4,"1","B","200","135","Mimosa acantholoba","0.05","3.74",1,"",NA,NA,NA,NA,NA,2007,NA,NA,4,2.09,1.84,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,"96211275016","0.048105638",30203271772,"1510163588581","50","0",0,1,"1 solo tronco","","","pBESi135q1",11,2003,7,11,0,0
"23626303","236263",2003,"SecCan",NA,"SC07","BES",4,"2","A","400","163","Mimosa acantholoba","2.6","5.3",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.59,3.33,4.05,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,7.1,"395919214169","0.098979804",105922723307,"2648068082665","25","0",0,1,"1 solo tronco","","","pBESi163q2",11,2003,7,11,0,0
"23633103","236331",2003,"SecCan",NA,"SC07","BES",4,"2","A","400","170","Mimosa acantholoba","4.7","6.5",1,"",NA,NA,NA,NA,NA,2005,NA,NA,3.73,2.24,2.86,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,6.4,"321699087728","0.080424772",5031574794,"1257893698497","25","0",0,1,"1 solo tronco. casi mto. con rebrot vivos","","","pBESi170q2",11,2003,7,11,0,0
"23628703","236287",2003,"SecCan",NA,"SC07","BES",4,"2","A","400","165","Mimosa acantholoba","1.8","8.7",1,"",NA,NA,NA,NA,NA,2007,NA,NA,4.94,2.67,3.11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"196349540849","0.049087385",65217107294,"1630427682351","25","0",0,1,"ramif en base. 1 tronco mas chico","","","pBESi165q2",11,2003,7,11,0,0
"23632403","236324",2003,"SecCan",NA,"SC07","BES",4,"3","C","100","169","Mimosa acantholoba","1.7","10.42",1,"",NA,NA,NA,NA,NA,2007,NA,NA,3.1,1.67,1.07,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,"28352873699","0.028352874",14034279782,"1403427978175","100","0",0,1,"1 solo tronco","","","pBESi169q3",11,2003,7,11,0,0
"23634803","236348",2003,"SecCan",NA,"SC07","BES",4,"3","C","200","171","Mimosa acantholoba","3.27","10.73",1,"",NA,NA,NA,NA,NA,2007,NA,NA,3.94,1.83,2.26,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.2,"80424771932","0.040212386",32482497242,"162412486209","50","0",0,1,"1 solo tronco","","","pBESi171q3",11,2003,7,11,0,0
"23631703","236317",2003,"SecCan",NA,"SC07","BES",4,"3","C","200","168","Mimosa acantholoba","0.97","11.3",1,"",NA,NA,NA,NA,NA,2007,NA,NA,4.05,3.17,2.93,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,3.8,"113411494795","0.056705747",72948566815,"3647428340726","50","0",0,1,"1 solo tronco","","","pBESi168q3",11,2003,7,11,0,0
"23629403","236294",2003,"SecCan",NA,"SC07","BES",4,"3","C","400","166","Mimosa acantholoba","0.32","11.31",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.42,3.53,3.53,5.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,5.6,"348088466018","0.087022117",97867679743,"244669199357","25","0",0,2,"1 tronco ramif 40 cm","","","pBESi166q3",11,2003,7,11,0,0
"23643003","236430",2003,"SecCan",NA,"SC07","BES",4,"3","C","100","180","Mimosa acantholoba","3.2","11.6",1,"",NA,NA,NA,NA,NA,2005,NA,NA,2.64,1.34,2.02,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.3,"13273228961","0.013273229",21259157487,"2125915748684","100","0",0,1,"ramif en base","","","pBESi180q3",11,2003,7,11,0,0
"23630003","236300",2003,"SecCan",NA,"SC07","BES",4,"3","C","400","167","Mimosa acantholoba","0.2","11.84",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.64,3.72,3.2,6,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,6,"537919202111","0.134479801",93493797371,"2337344934271","25","0",0,2,"1 solo tronco","","","pBESi167q3",11,2003,7,11,0,0
"23637903","236379",2003,"SecCan",NA,"SC07","BES",4,"3","C","400","174","Mimosa acantholoba","1.6","13.4",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.37,2.8,5.05,2.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,5.6,"307876080052","0.07696902",111055300304,"277638250761","25","0",0,2,"1 solo tronco","","","pBESi174q3",11,2003,7,11,0,0
"23642303","236423",2003,"SecCan",NA,"SC07","BES",4,"3","C","100","179","Mimosa acantholoba","4.75","14.4",1,"",NA,NA,NA,NA,NA,2005,NA,NA,3.25,1.25,1.58,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,"34636059006","0.034636059",15511613727,"155116137271","100","0",0,1,"ramif desde base","","","pBESi179q3",11,2003,7,11,0,0
"23648503","236485",2003,"SecCan",NA,"SC07","BES",4,"4","A","400","185","Mimosa acantholoba","0.05","18.1",1,"",NA,NA,NA,NA,NA,2007,NA,NA,4.7,5.27,4.08,5.3,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,5.7,"475794207386","0.118948552",168873171501,"4221829287527","25","0",0,2,"ramif desde base","","","pBESi185q4",11,2003,7,11,0,0
"23649203","236492",2003,"SecCan",NA,"SC07","BES",4,"4","A","400","186","Mimosa acantholoba","3.25","18.3",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.99,2.96,3.66,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,"273397100679","0.068349275",8508689543,"2127172385746","25","0",0,1,"1 solo tronco","","","pBESi186q4",11,2003,7,11,0,0
"23102203","231022",2003,"SecCan",NA,"SC15","DIA",1,"1","B","400","1","Mimosa acantholoba","1.25","1.2",1,"",NA,NA,NA,NA,NA,NA,NA,NA,3.7,2.96,3.1,5.35,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.35,"421150130168","0.105287533",72068135473,"1801703386834","25","0",0,2,"","","","pDIAi1q1",7,2003,15,7,0,0
"23103903","231039",2003,"SecCan",NA,"SC15","DIA",1,"1","B","400","2","Mimosa acantholoba","1.17","1.91",1,"",NA,NA,NA,NA,NA,2014,NA,NA,3.32,3.1,3.31,5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,5,"25792475686","0.064481189",80589705546,"2014742638655","25","0",0,2,"","","","pDIAi2q1",7,2003,15,7,0,0
"23104603","231046",2003,"SecCan",NA,"SC15","DIA",1,"1","B","200","3","Mimosa acantholoba","4.95","2.35",1,"",NA,NA,NA,NA,NA,2016,NA,NA,3.6,1.91,2.45,2.9,2.7,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.9,"172394896866","0.086197448",36752707056,"1837635352809","50","0",0,3,"","","","pDIAi3q1",7,2003,15,7,0,0
"23105303","231053",2003,"SecCan",NA,"SC15","DIA",1,"1","B","200","4","Mimosa acantholoba","3.74","2.71",1,"",NA,NA,NA,NA,NA,2016,2014,NA,3.6,2.55,2.48,2.8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,3.2,"141999987942","0.070999994",49668579853,"2483428992663","50","0",0,2,"","","","pDIAi4q1",7,2003,15,7,0,0
"23106003","231060",2003,"SecCan",NA,"SC15","DIA",1,"1","B","200","5","Mimosa acantholoba","3.45","3.59",1,"",NA,NA,NA,NA,NA,NA,NA,NA,3.52,0.95,2.1,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,3.75,"110446616728","0.055223308",1566869336,"783434667989","50","0",0,1,"","","","pDIAi5q1",7,2003,15,7,0,0
"23108403","231084",2003,"SecCan",NA,"SC15","DIA",1,"1","B","200","7","Mimosa acantholoba","2.62","4.55",1,"",NA,NA,NA,NA,NA,2016,NA,NA,3,2.3,2.52,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,4.05,"128824933751","0.064412467",45521677551,"2276083877526","50","0",0,1,"","","","pDIAi7q1",7,2003,15,7,0,0
"23109103","231091",2003,"SecCan",NA,"SC15","DIA",1,"1","B","200","8","Mimosa acantholoba","4","4.85",1,"",NA,NA,NA,NA,NA,NA,NA,NA,3.46,3.17,1.96,3.9,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3.9,"221246662629","0.110623331",48798358688,"2439917934411","50","0",0,2,"","","","pDIAi8q1",7,2003,15,7,0,0
"23115203","231152",2003,"SecCan",NA,"SC15","DIA",1,"3","C","200","43","Mimosa acantholoba","2.5","10.2",1,"",NA,NA,NA,NA,NA,NA,NA,NA,3.45,2.59,2.84,3.1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.4,"166268791191","0.083134396",57770747307,"2888537365343","50","0",0,2,"","","","pDIAi43q3",7,2003,15,7,0,0
"23116903","231169",2003,"SecCan",NA,"SC15","DIA",1,"3","C","200","42","Mimosa acantholoba","3.61","10.61",1,"",NA,NA,NA,NA,NA,NA,NA,NA,3.02,3.99,2.7,1.8,2.3,2.15,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,3.5,"199510768457","0.099755384",84610944143,"423054720714","50","0",0,4,"c/ liana gruesa","","","pDIAi42q3",7,2003,15,7,0,0
"23117603","231176",2003,"SecCan",NA,"SC15","DIA",1,"3","C","100","56","Mimosa acantholoba","0.6","10.85",1,"",NA,NA,NA,NA,NA,2010,NA,NA,2.2,1.27,1.22,1.05,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,1.5,"26330473428","0.026330473",12168959144,"1216895914368","100","0",0,2,"","","","pDIAi56q3",7,2003,15,7,0,0
"23121303","231213",2003,"SecCan",NA,"SC15","DIA",1,"3","C","100","54","Mimosa acantholoba","1.16","11.7",1,"",NA,NA,NA,NA,NA,2008,NA,NA,2.32,1.13,1.2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,"28352873699","0.028352874",10649999096,"1064999909567","100","0",0,1,"","","","pDIAi54q3",7,2003,15,7,0,0
"23122003","231220",2003,"SecCan",NA,"SC15","DIA",1,"3","C","200","44","Mimosa acantholoba","3.83","11.7",1,"",NA,NA,NA,NA,NA,2014,NA,NA,2.8,4.26,2.39,2.15,1.65,1.55,2.3,2.4,2.5,1.55,2.1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,3.2,"346360590058","0.173180295",79964528608,"3998226430407","50","0",0,9,"","","","pDIAi44q3",7,2003,15,7,0,0
"23123703","231237",2003,"SecCan",NA,"SC15","DIA",1,"3","C","100","46","Mimosa acantholoba","3.33","11.72",1,"",NA,NA,NA,NA,NA,2013,NA,NA,3.3,0.77,0.81,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,1.85,"26880252142","0.026880252",0.489852835,"489852834511","100","0",0,1,"","","","pDIAi46q3",7,2003,15,7,0,0
"23126803","231268",2003,"SecCan",NA,"SC15","DIA",1,"3","C","100","57","Mimosa acantholoba","2.5","12.11",1,"",NA,NA,NA,NA,NA,2011,NA,NA,2.24,1.27,1.1,2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2,"44689155497","0.044689156",10972012343,"1097201234266","100","0",0,2,"","","","pDIAi57q3",7,2003,15,7,0,0
"23129903","231299",2003,"SecCan",NA,"SC15","DIA",1,"3","C","100","53","Mimosa acantholoba","1.26","12.48",1,"",NA,NA,NA,NA,NA,2008,NA,NA,2.14,1.17,1.98,1.8,1.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.8,"48223447233","0.048223447",18194533853,"1819453385327","100","0",0,3,"","","","pDIAi53q3",7,2003,15,7,0,0
