"Age","ln.h1","ln.h2","h1","h2","PlotCode","sup","UID","Census","maxDBH"
14,NA,NA,NA,NA,"14","1","SS14-418546",2016,NA
1,NA,-0.0512932943875506,NA,0.95,"14","1","SS14-418560",2003,1.53
2,-0.0512932943875506,0.631271776841858,0.95,1.88,"14","1","SS14-418560",2004,1.84
3,0.631271776841858,0.641853886172395,1.88,1.9,"14","1","SS14-418560",2005,2.19
4,0.641853886172395,0.993251773010283,1.9,2.7,"14","1","SS14-418560",2006,2.135
5,0.993251773010283,0.916290731874155,2.7,2.5,"14","1","SS14-418560",2007,2.42
6,0.916290731874155,0.916290731874155,2.5,2.5,"14","1","SS14-418560",2008,2.42
7,0.916290731874155,0.993251773010283,2.5,2.7,"14","1","SS14-418560",2009,2.5
8,0.993251773010283,1.28647402583768,2.7,3.62,"14","1","SS14-418560",2010,4.21
9,1.28647402583768,1.34807314829969,3.62,3.85,"14","1","SS14-418560",2011,4.21
10,1.34807314829969,1.43508452528932,3.85,4.2,"14","1","SS14-418560",2012,4.2
11,1.43508452528932,1.51732262352629,4.2,4.56,"14","1","SS14-418560",2013,4.6
12,1.51732262352629,NA,4.56,NA,"14","1","SS14-418560",2014,NA
12,NA,NA,NA,NA,"14","1","SS14-418560",2015,NA
14,NA,NA,NA,NA,"14","1","SS14-418560",2016,NA
1,NA,-0.0512932943875506,NA,0.95,"14","1","SS14-418577",2003,0.79
2,-0.0512932943875506,0.357674444271816,0.95,1.43,"14","1","SS14-418577",2004,1.07
3,0.357674444271816,0.500775287912489,1.43,1.65,"14","1","SS14-418577",2005,1.19
4,0.500775287912489,0.657520002916794,1.65,1.93,"14","1","SS14-418577",2006,1.094
5,0.657520002916794,0.741937344729377,1.93,2.1,"14","1","SS14-418577",2007,1.464
6,0.741937344729377,0.741937344729377,2.1,2.1,"14","1","SS14-418577",2008,1.7
7,0.741937344729377,1.18172719537862,2.1,3.26,"14","1","SS14-418577",2009,1.9
8,1.18172719537862,1.31908561142644,3.26,3.74,"14","1","SS14-418577",2010,2.24
9,1.31908561142644,1.33500106673234,3.74,3.8,"14","1","SS14-418577",2011,2.5
10,1.33500106673234,1.38629436111989,3.8,4,"14","1","SS14-418577",2012,2.6
11,1.38629436111989,1.39376637595859,4,4.03,"14","1","SS14-418577",2013,2.5
12,1.39376637595859,NA,4.03,NA,"14","1","SS14-418577",2014,NA
13,NA,NA,NA,NA,"14","1","SS14-418577",2015,NA
14,NA,NA,NA,NA,"14","1","SS14-418577",2016,NA
1,NA,-1.10866262452161,NA,0.33,"14","1","SS14-418591",2003,0.25
2,-1.10866262452161,-0.755022584278033,0.33,0.47,"14","1","SS14-418591",2004,0.23
3,-0.755022584278033,-0.916290731874155,0.47,0.4,"14","1","SS14-418591",2005,0.36
4,-0.916290731874155,-0.798507696217772,0.4,0.45,"14","1","SS14-418591",2006,0.369
5,-0.798507696217772,-0.867500567704723,0.45,0.42,"14","1","SS14-418591",2007,0.252
6,-0.867500567704723,-0.867500567704723,0.42,0.42,"14","1","SS14-418591",2008,0.252
7,-0.867500567704723,-0.798507696217772,0.42,0.45,"14","1","SS14-418591",2009,0.3
8,-0.798507696217772,NA,0.45,NA,"14","0","SS14-418591",2010,NA
11,NA,1.22671229129543,NA,3.41,"14","1","SS14-419031",2013,4.1
12,1.22671229129543,NA,3.41,NA,"14","1","SS14-419031",2014,NA
12,NA,NA,NA,NA,"14","1","SS14-419031",2015,NA
14,NA,NA,NA,NA,"14","1","SS14-419031",2016,NA
1,NA,0.22314355131421,NA,1.25,"14","1","SS14-426220",2003,1.29
2,0.22314355131421,0.717839793150317,1.25,2.05,"14","1","SS14-426220",2004,1.81
3,0.717839793150317,0.765467842139571,2.05,2.15,"14","1","SS14-426220",2005,2.28
4,0.765467842139571,0.810930216216329,2.15,2.25,"14","1","SS14-426220",2006,4.723
5,0.810930216216329,0.916290731874155,2.25,2.5,"14","1","SS14-426220",2007,2.318
6,0.916290731874155,0.916290731874155,2.5,2.5,"14","1","SS14-426220",2008,2.1
7,0.916290731874155,0.936093359170335,2.5,2.55,"14","1","SS14-426220",2009,2.5
8,0.936093359170335,0.955511445027436,2.55,2.6,"14","1","SS14-426220",2010,2.39
9,0.955511445027436,0.955511445027436,2.6,2.6,"14","1","SS14-426220",2011,2.39
10,0.955511445027436,NA,2.6,NA,"14","0","SS14-426220",2012,NA
1,NA,-1.04982212449868,NA,0.35,"14","1","SS14-426459",2003,0.14
2,-1.04982212449868,-0.843970070294529,0.35,0.43,"14","1","SS14-426459",2004,0.4
3,-0.843970070294529,-0.755022584278033,0.43,0.47,"14","1","SS14-426459",2005,0.36
4,-0.755022584278033,-0.916290731874155,0.47,0.4,"14","1","SS14-426459",2006,0.293
5,-0.916290731874155,NA,0.4,NA,"14","0","SS14-426459",2007,NA
1,NA,-0.3147107448397,NA,0.73,"14","1","SS14-426541",2003,0.68
2,-0.3147107448397,0.19062035960865,0.73,1.21,"14","1","SS14-426541",2004,1.01
3,0.19062035960865,0.262364264467491,1.21,1.3,"14","1","SS14-426541",2005,1.09
4,0.262364264467491,0.182321556793955,1.3,1.2,"14","1","SS14-426541",2006,1.059
5,0.182321556793955,0.548121408509688,1.2,1.73,"14","1","SS14-426541",2007,1.077
6,0.548121408509688,0.693147180559945,1.73,2,"14","1","SS14-426541",2008,1
7,0.693147180559945,0.845868267577609,2,2.33,"14","1","SS14-426541",2009,1
8,0.845868267577609,0.8754687373539,2.33,2.4,"14","1","SS14-426541",2010,1.26
9,0.8754687373539,NA,2.4,NA,"14","0","SS14-426541",2011,NA
1,NA,-0.462035459596559,NA,0.63,"14","1","SS14-426671",2003,0.3
2,-0.462035459596559,0.048790164169432,0.63,1.05,"14","1","SS14-426671",2004,0.38
3,0.048790164169432,-0.916290731874155,1.05,0.4,"14","1","SS14-426671",2005,0.39
4,-0.916290731874155,NA,0.4,NA,"14","0","SS14-426671",2006,NA
1,NA,-0.127833371509885,NA,0.88,"14","1","SS14-426893",2003,0.64
2,-0.127833371509885,0.542324290825362,0.88,1.72,"14","1","SS14-426893",2004,1.32
3,0.542324290825362,0.438254930931155,1.72,1.55,"14","1","SS14-426893",2005,1.55
4,0.438254930931155,0.641853886172395,1.55,1.9,"14","1","SS14-426893",2006,1.287
5,0.641853886172395,0.810930216216329,1.9,2.25,"14","1","SS14-426893",2007,1.628
6,0.810930216216329,NA,2.25,NA,"14","0","SS14-426893",2008,NA
1,NA,-0.22314355131421,NA,0.8,"14","1","SS14-426930",2003,0.6
2,-0.22314355131421,0.470003629245736,0.8,1.6,"14","1","SS14-426930",2004,1.36
3,0.470003629245736,0.662687973075237,1.6,1.94,"14","1","SS14-426930",2005,1.32
4,0.662687973075237,NA,1.94,NA,"14","0","SS14-426930",2006,NA
1,NA,0.0676586484738149,NA,1.07,"14","1","SS14-427067",2003,1.33
2,0.0676586484738149,0.609765571620894,1.07,1.84,"14","1","SS14-427067",2004,2.2
3,0.609765571620894,0.470003629245736,1.84,1.6,"14","1","SS14-427067",2005,2.43
4,0.470003629245736,0.500775287912489,1.6,1.65,"14","1","SS14-427067",2006,2.437
5,0.500775287912489,0.548121408509688,1.65,1.73,"14","1","SS14-427067",2007,2.4
6,0.548121408509688,0.548121408509688,1.73,1.73,"14","1","SS14-427067",2008,2.3
7,0.548121408509688,0.943905898907128,1.73,2.57,"14","1","SS14-427067",2009,2.2
8,0.943905898907128,NA,2.57,NA,"14","0","SS14-427067",2010,NA
1,NA,-0.0618754037180875,NA,0.94,"14","1","SS14-427074",2003,0.73
2,-0.0618754037180875,0.470003629245736,0.94,1.6,"14","1","SS14-427074",2004,1.06
3,0.470003629245736,0.559615787935423,1.6,1.75,"14","1","SS14-427074",2005,1.28
4,0.559615787935423,0.615185639090233,1.75,1.85,"14","1","SS14-427074",2006,1.14
5,0.615185639090233,0.65232518603969,1.85,1.92,"14","1","SS14-427074",2007,1.204
6,0.65232518603969,0.65232518603969,1.92,1.92,"14","1","SS14-427074",2008,1.95
7,0.65232518603969,0.76080582903376,1.92,2.14,"14","1","SS14-427074",2009,2
8,0.76080582903376,0.470003629245736,2.14,1.6,"14","1","SS14-427074",2010,2
9,0.470003629245736,NA,1.6,NA,"14","0","SS14-427074",2011,NA
1,NA,-0.139262067333508,NA,0.87,"14","1","SS14-427081",2003,0.61
2,-0.139262067333508,0.548121408509688,0.87,1.73,"14","1","SS14-427081",2004,0.81
3,0.548121408509688,0.438254930931155,1.73,1.55,"14","1","SS14-427081",2005,0.89
4,0.438254930931155,0.457424847038875,1.55,1.58,"14","1","SS14-427081",2006,1.123
5,0.457424847038875,0.378436435720245,1.58,1.46,"14","1","SS14-427081",2007,1
6,0.378436435720245,0.378436435720245,1.46,1.46,"14","1","SS14-427081",2008,1.6
7,0.378436435720245,NA,1.46,NA,"14","0","SS14-427081",2009,NA
1,NA,-0.415515443961666,NA,0.66,"14","1","SS14-427258",2003,0.73
2,-0.415515443961666,0.22314355131421,0.66,1.25,"14","1","SS14-427258",2004,1
3,0.22314355131421,0.262364264467491,1.25,1.3,"14","1","SS14-427258",2005,1.31
4,0.262364264467491,0.405465108108164,1.3,1.5,"14","1","SS14-427258",2006,1.261
5,0.405465108108164,0.385262400790645,1.5,1.47,"14","1","SS14-427258",2007,1.18
6,0.385262400790645,0.385262400790645,1.47,1.47,"14","1","SS14-427258",2008,1.2
7,0.385262400790645,NA,1.47,NA,"14","0","SS14-427258",2009,NA
1,NA,-1.13943428318836,NA,0.32,"14","1","SS14-427401",2003,0.14
2,-1.13943428318836,-0.616186139423817,0.32,0.54,"14","1","SS14-427401",2004,0.22
3,-0.616186139423817,-0.693147180559945,0.54,0.5,"14","1","SS14-427401",2005,0.4
4,-0.693147180559945,-0.653926467406664,0.5,0.52,"14","1","SS14-427401",2006,0.268
5,-0.653926467406664,NA,0.52,NA,"14","0","SS14-427401",2007,NA
1,NA,-0.63487827243597,NA,0.53,"14","1","SS14-427593",2003,0.6
2,-0.63487827243597,0.593326845277734,0.53,1.81,"14","1","SS14-427593",2004,1.01
3,0.593326845277734,0.693147180559945,1.81,2,"14","1","SS14-427593",2005,1.47
4,0.693147180559945,0.657520002916794,2,1.93,"14","1","SS14-427593",2006,1.223
5,0.657520002916794,0.741937344729377,1.93,2.1,"14","1","SS14-427593",2007,1.369
6,0.741937344729377,NA,2.1,NA,"14","0","SS14-427593",2008,NA
1,NA,0.198850858745165,NA,1.22,"14","1","SS14-427609",2003,1.6
2,0.198850858745165,0.559615787935423,1.22,1.75,"14","1","SS14-427609",2004,1.65
3,0.559615787935423,0.741937344729377,1.75,2.1,"14","1","SS14-427609",2005,1.96
4,0.741937344729377,0.806475865866949,2.1,2.24,"14","1","SS14-427609",2006,2
5,0.806475865866949,0.887891257352457,2.24,2.43,"14","1","SS14-427609",2007,1.9
6,0.887891257352457,NA,2.43,NA,"14","1","SS14-427609",2008,0
7,NA,0.587786664902119,NA,1.8,"14","1","SS14-427609",2009,1.5
8,0.587786664902119,NA,1.8,NA,"14","0","SS14-427609",2010,NA
2,NA,-0.105360515657826,NA,0.9,"14","1","SS14-428828",2004,0.74
3,-0.105360515657826,0.405465108108164,0.9,1.5,"14","1","SS14-428828",2005,0.93
4,0.405465108108164,0.285178942233662,1.5,1.33,"14","1","SS14-428828",2006,0.915
5,0.285178942233662,0.482426149244293,1.33,1.62,"14","1","SS14-428828",2007,1.106
6,0.482426149244293,0.482426149244293,1.62,1.62,"14","1","SS14-428828",2008,1.1
7,0.482426149244293,0.871293365943419,1.62,2.39,"14","1","SS14-428828",2009,1.1
8,0.871293365943419,NA,2.39,NA,"14","0","SS14-428828",2010,NA
2,NA,-0.0408219945202552,NA,0.96,"14","1","SS14-429375",2004,0.26
3,-0.0408219945202552,-0.510825623765991,0.96,0.6,"14","1","SS14-429375",2005,0.36
4,-0.510825623765991,NA,0.6,NA,"14","0","SS14-429375",2006,NA
2,NA,0.00995033085316809,NA,1.01,"14","1","SS14-429429",2004,0.94
3,0.00995033085316809,0.300104592450338,1.01,1.35,"14","1","SS14-429429",2005,0.82
4,0.300104592450338,0.148420005118273,1.35,1.16,"14","1","SS14-429429",2006,0.875
5,0.148420005118273,0.336472236621213,1.16,1.4,"14","1","SS14-429429",2007,1.109
6,0.336472236621213,0.336472236621213,1.4,1.4,"14","1","SS14-429429",2008,1.109
7,0.336472236621213,0.405465108108164,1.4,1.5,"14","1","SS14-429429",2009,1.2
8,0.405465108108164,NA,1.5,NA,"14","0","SS14-429429",2010,NA
1,NA,-0.287682072451781,NA,0.75,"14","1","SS14-429658",2003,0.81
2,-0.287682072451781,0.641853886172395,0.75,1.9,"14","1","SS14-429658",2004,1.32
3,0.641853886172395,0.667829372575655,1.9,1.95,"14","1","SS14-429658",2005,1.62
4,0.667829372575655,0.693147180559945,1.95,2,"14","1","SS14-429658",2006,1.529
5,0.693147180559945,0.896088024556636,2,2.45,"14","1","SS14-429658",2007,2.06
6,0.896088024556636,1.04380405217311,2.45,2.84,"14","1","SS14-429658",2008,2.2
7,1.04380405217311,NA,2.84,NA,"14","0","SS14-429658",2009,NA
1,NA,-0.162518929497775,NA,0.85,"14","1","SS14-429696",2003,0.59
2,-0.162518929497775,0.470003629245736,0.85,1.6,"14","1","SS14-429696",2004,0.96
3,0.470003629245736,0.524728528934982,1.6,1.69,"14","1","SS14-429696",2005,1.3
4,0.524728528934982,0.53062825106217,1.69,1.7,"14","1","SS14-429696",2006,1.291
5,0.53062825106217,0.85015092936961,1.7,2.34,"14","1","SS14-429696",2007,0.86
6,0.85015092936961,NA,2.34,NA,"14","0","SS14-429696",2008,NA
3,NA,0.322083499169113,NA,1.38,"14","1","SS14-429757",2005,0.6
4,0.322083499169113,-0.127833371509885,1.38,0.88,"14","1","SS14-429757",2006,0.538
5,-0.127833371509885,NA,0.88,NA,"14","0","SS14-429757",2007,NA
1,NA,-0.27443684570176,NA,0.76,"14","1","SS14-429818",2003,0.8
2,-0.27443684570176,0.518793793415168,0.76,1.68,"14","1","SS14-429818",2004,1.23
3,0.518793793415168,0.587786664902119,1.68,1.8,"14","1","SS14-429818",2005,1.3
4,0.587786664902119,0.641853886172395,1.8,1.9,"14","1","SS14-429818",2006,1.684
5,0.641853886172395,0.78845736036427,1.9,2.2,"14","1","SS14-429818",2007,1.785
6,0.78845736036427,NA,2.2,NA,"14","0","SS14-429818",2008,NA
1,NA,0.0676586484738149,NA,1.07,"14","1","SS14-429825",2003,0.92
2,0.0676586484738149,0.598836501088704,1.07,1.82,"14","1","SS14-429825",2004,1.64
3,0.598836501088704,0.667829372575655,1.82,1.95,"14","1","SS14-429825",2005,2.23
4,0.667829372575655,0.667829372575655,1.95,1.95,"14","1","SS14-429825",2006,2.128
5,0.667829372575655,1.01160091167848,1.95,2.75,"14","1","SS14-429825",2007,2.67
6,1.01160091167848,1.07500242302898,2.75,2.93,"14","1","SS14-429825",2008,3.2
7,1.07500242302898,1.30833281965018,2.93,3.7,"14","1","SS14-429825",2009,3.2
8,1.30833281965018,1.30833281965018,3.7,3.7,"14","1","SS14-429825",2010,3.2
9,1.30833281965018,1.33500106673234,3.7,3.8,"14","1","SS14-429825",2011,2.8
10,1.33500106673234,1.28093384546206,3.8,3.6,"14","1","SS14-429825",2012,3.2
11,1.28093384546206,NA,3.6,NA,"14","0","SS14-429825",2013,NA
1,NA,-0.82098055206983,NA,0.44,"14","1","SS14-429917",2003,0.49
2,-0.82098055206983,-0.385662480811985,0.44,0.68,"14","1","SS14-429917",2004,0.5
3,-0.385662480811985,-0.579818495252942,0.68,0.56,"14","1","SS14-429917",2005,0.58
4,-0.579818495252942,NA,0.56,NA,"14","0","SS14-429917",2006,NA
1,NA,-0.3147107448397,NA,0.73,"14","1","SS14-430005",2003,0.64
2,-0.3147107448397,0.536493370514568,0.73,1.71,"14","1","SS14-430005",2004,1.11
3,0.536493370514568,0.559615787935423,1.71,1.75,"14","1","SS14-430005",2005,1.23
4,0.559615787935423,0.615185639090233,1.75,1.85,"14","1","SS14-430005",2006,1.216
5,0.615185639090233,0.936093359170335,1.85,2.55,"14","1","SS14-430005",2007,1.384
6,0.936093359170335,NA,2.55,NA,"14","0","SS14-430005",2008,NA
1,NA,-0.198450938723838,NA,0.82,"14","1","SS14-444637",2003,0.99
2,-0.198450938723838,0.29266961396282,0.82,1.34,"14","1","SS14-444637",2004,1.62
3,0.29266961396282,0.53062825106217,1.34,1.7,"14","1","SS14-444637",2005,2.35
4,0.53062825106217,0.802001585472027,1.7,2.23,"14","1","SS14-444637",2006,2.32
5,0.802001585472027,0.993251773010283,2.23,2.7,"14","1","SS14-444637",2007,3.63
6,0.993251773010283,1.06471073699243,2.7,2.9,"14","1","SS14-444637",2008,4.6
7,1.06471073699243,1.19392246847243,2.9,3.3,"14","1","SS14-444637",2009,5
8,1.19392246847243,1.25276296849537,3.3,3.5,"14","1","SS14-444637",2010,5
9,1.25276296849537,1.25276296849537,3.5,3.5,"14","1","SS14-444637",2011,5
1,NA,0.131028262406404,NA,1.14,"14","1","SS14-444644",2003,1.2
2,0.131028262406404,0.896088024556636,1.14,2.45,"14","1","SS14-444644",2004,2.28
3,0.896088024556636,0.8754687373539,2.45,2.4,"14","1","SS14-444644",2005,2.81
4,0.8754687373539,0.993251773010283,2.4,2.7,"14","1","SS14-444644",2006,2.908
5,0.993251773010283,1.19392246847243,2.7,3.3,"14","1","SS14-444644",2007,3.619
6,1.19392246847243,1.19392246847243,3.3,3.3,"14","1","SS14-444644",2008,5.7
7,1.19392246847243,1.30833281965018,3.3,3.7,"14","1","SS14-444644",2009,5.6
8,1.30833281965018,1.52605630349505,3.7,4.6,"14","1","SS14-444644",2010,6.2
9,1.52605630349505,1.52605630349505,4.6,4.6,"14","1","SS14-444644",2011,6.2
1,NA,-0.0202027073175195,NA,0.98,"14","1","SS14-450584",2003,1.34
2,-0.0202027073175195,0.494696241836107,0.98,1.64,"14","1","SS14-450584",2004,2
1,NA,-0.127833371509885,NA,0.88,"14","1","SS14-450591",2003,0.87
2,-0.127833371509885,0.418710334858185,0.88,1.52,"14","1","SS14-450591",2004,1.75
1,NA,-0.116533816255952,NA,0.89,"14","1","SS14-450607",2003,1.1
2,-0.116533816255952,0.300104592450338,0.89,1.35,"14","1","SS14-450607",2004,1.62
1,NA,-0.127833371509885,NA,0.88,"14","1","SS14-450614",2003,1.33
2,-0.127833371509885,0.336472236621213,0.88,1.4,"14","1","SS14-450614",2004,1.63
3,0.336472236621213,0.438254930931155,1.4,1.55,"14","1","SS14-450614",2005,2.07
1,NA,0.0769610411361284,NA,1.08,"14","1","SS14-450621",2003,0.79
2,0.0769610411361284,0.559615787935423,1.08,1.75,"14","1","SS14-450621",2004,0.96
3,0.559615787935423,0.65232518603969,1.75,1.92,"14","1","SS14-450621",2005,1.22
1,NA,0.0953101798043249,NA,1.1,"14","1","SS14-450638",2003,0.95
2,0.0953101798043249,0.636576829071551,1.1,1.89,"14","1","SS14-450638",2004,1.51
1,NA,0.0295588022415444,NA,1.03,"14","1","SS14-450645",2003,1.06
2,0.0295588022415444,0.482426149244293,1.03,1.62,"14","1","SS14-450645",2004,1.5
3,0.482426149244293,0.810930216216329,1.62,2.25,"14","1","SS14-450645",2005,1.9
1,NA,-0.0725706928348354,NA,0.93,"14","1","SS14-450652",2003,1.36
2,-0.0725706928348354,0.672944473242426,0.93,1.96,"14","1","SS14-450652",2004,1.5
1,NA,0.0676586484738149,NA,1.07,"14","1","SS14-450669",2003,1.27
2,0.0676586484738149,0.576613364303994,1.07,1.78,"14","1","SS14-450669",2004,1.69
1,NA,-0.0202027073175195,NA,0.98,"14","1","SS14-450676",2003,1.38
2,-0.0202027073175195,0.587786664902119,0.98,1.8,"14","1","SS14-450676",2004,1.7
1,NA,0.262364264467491,NA,1.3,"14","1","SS14-450720",2003,1.28
2,0.262364264467491,0.916290731874155,1.3,2.5,"14","1","SS14-450720",2004,2.01
3,0.916290731874155,0.78845736036427,2.5,2.2,"14","1","SS14-450720",2005,2.45
4,0.78845736036427,0.974559639998131,2.2,2.65,"14","1","SS14-450720",2006,2.279
5,0.974559639998131,1.04731899428056,2.65,2.85,"14","1","SS14-450720",2007,3.041
6,1.04731899428056,1.04731899428056,2.85,2.85,"14","1","SS14-450720",2008,3.8
7,1.04731899428056,1.17865499634165,2.85,3.25,"14","1","SS14-450720",2009,3.9
8,1.17865499634165,1.30833281965018,3.25,3.7,"14","1","SS14-450720",2010,4
1,NA,-0.3147107448397,NA,0.73,"14","1","SS14-450775",2003,0.87
2,-0.3147107448397,0.405465108108164,0.73,1.5,"14","1","SS14-450775",2004,1.31
3,0.405465108108164,0.559615787935423,1.5,1.75,"14","1","SS14-450775",2005,2.06
4,0.559615787935423,0.806475865866949,1.75,2.24,"14","1","SS14-450775",2006,2.4
5,0.806475865866949,0.916290731874155,2.24,2.5,"14","1","SS14-450775",2007,3.35
6,0.916290731874155,0.916290731874155,2.5,2.5,"14","1","SS14-450775",2008,4.3
7,0.916290731874155,1.14740245283754,2.5,3.15,"14","1","SS14-450775",2009,4.9
8,1.14740245283754,1.22377543162212,3.15,3.4,"14","1","SS14-450775",2010,4.4
7,NA,0.832909122935104,NA,2.3,"15","1","SS15-430470",2003,0.76
8,0.832909122935104,0.756121979721334,2.3,2.13,"15","1","SS15-430470",2004,0.83
9,0.756121979721334,0.378436435720245,2.13,1.46,"15","1","SS15-430470",2005,0.74
10,0.378436435720245,0.300104592450338,1.46,1.35,"15","1","SS15-430470",2006,0.747
11,0.300104592450338,NA,1.35,NA,"15","0","SS15-430470",2007,NA
14,NA,0.122217632724249,NA,1.13,"15","1","SS15-431583",2010,0.73
15,0.122217632724249,0.157003748809665,1.13,1.17,"15","1","SS15-431583",2011,0.8
16,0.157003748809665,NA,1.17,NA,"15","0","SS15-431583",2012,NA
10,NA,-1.20397280432594,NA,0.3,"15","1","SS15-450997",2006,0.261
11,-1.20397280432594,NA,0.3,NA,"15","0","SS15-450997",2007,NA
63,NA,-1.20397280432594,NA,0.3,"16","1","SS16-451000",2006,0.126
64,-1.20397280432594,-1.20397280432594,0.3,0.3,"16","1","SS16-451000",2007,0.14
65,-1.20397280432594,NA,0.3,NA,"16","0","SS16-451000",2008,NA
63,NA,-1.20397280432594,NA,0.3,"16","1","SS16-451017",2006,0.11
64,-1.20397280432594,-1.04982212449868,0.3,0.35,"16","1","SS16-451017",2007,0.16
65,-1.04982212449868,NA,0.35,NA,"16","1","SS16-451017",2008,0.3
66,NA,NA,NA,NA,"16","0","SS16-451017",2009,NA
61,NA,-0.616186139423817,NA,0.54,"17","1","SS17-445351",2010,0.32
62,-0.616186139423817,NA,0.54,NA,"17","0","SS17-445351",2011,NA
