"Age","ln.h1","ln.h2","h1","h2","PlotCode","sup","UID","Census","maxDBH"
47,1.02961941718116,NA,2.8,NA,"SC03","0","214254",2010,NA
40,NA,1.58923520511658,NA,4.9,"SC03","1","214315",2003,12.6
41,1.58923520511658,1.6752256529721,4.9,5.34,"SC03","1","214315",2004,13.1
42,1.6752256529721,1.64865862558738,5.34,5.2,"SC03","1","214315",2005,13.35
43,1.64865862558738,1.5953389880546,5.2,4.93,"SC03","1","214315",2006,13.5
44,1.5953389880546,1.56861591791385,4.93,4.8,"SC03","1","214315",2007,14.2
45,1.56861591791385,1.58923520511658,4.8,4.9,"SC03","1","214315",2008,14
46,1.58923520511658,1.50407739677627,4.9,4.5,"SC03","1","214315",2009,13.2
47,1.50407739677627,1.50407739677627,4.5,4.5,"SC03","1","214315",2010,13.8
48,1.50407739677627,1.48160454092422,4.5,4.4,"SC03","1","214315",2011,13.8
49,1.48160454092422,1.46787434811231,4.4,4.34,"SC03","1","214315",2012,13.9
50,1.46787434811231,1.14422279992016,4.34,3.14,"SC03","1","214315",2013,13.3
51,1.14422279992016,NA,3.14,NA,"SC03","0","214315",2014,NA
40,NA,1.50407739677627,NA,4.5,"SC03","1","214339",2003,8.9
41,1.50407739677627,1.54968790802833,4.5,4.71,"SC03","1","214339",2004,9.15
42,1.54968790802833,1.63315443905142,4.71,5.12,"SC03","1","214339",2005,9.45
43,1.63315443905142,1.44691898293633,5.12,4.25,"SC03","1","214339",2006,9.3
44,1.44691898293633,1.20896034583698,4.25,3.35,"SC03","1","214339",2007,9.8
45,1.20896034583698,1.37371557891303,3.35,3.95,"SC03","1","214339",2008,8.95
46,1.37371557891303,1.63510565918268,3.95,5.13,"SC03","1","214339",2009,9.8
47,1.63510565918268,1.84054963339749,5.13,6.3,"SC03","1","214339",2010,2.5
48,1.84054963339749,1.62924053973028,6.3,5.1,"SC03","1","214339",2011,2.5
49,1.62924053973028,1.64865862558738,5.1,5.2,"SC03","1","214339",2012,2.5
50,1.64865862558738,1.69193913394584,5.2,5.43,"SC03","0","214339",2013,NA
40,NA,1.50407739677627,NA,4.5,"SC03","1","214353",2003,7.8
41,1.50407739677627,1.54115907168081,4.5,4.67,"SC03","1","214353",2004,8
42,1.54115907168081,1.43508452528932,4.67,4.2,"SC03","1","214353",2005,8.25
43,1.43508452528932,1.64865862558738,4.2,5.2,"SC03","1","214353",2006,8.3
44,1.64865862558738,1.37371557891303,5.2,3.95,"SC03","1","214353",2007,8.3
45,1.37371557891303,1.52605630349505,3.95,4.6,"SC03","1","214353",2008,8.3
46,1.52605630349505,1.28093384546206,4.6,3.6,"SC03","1","214353",2009,8.6
47,1.28093384546206,NA,3.6,NA,"SC03","0","214353",2010,NA
40,NA,1.73518911773966,NA,5.67,"SC03","1","214506",2003,10.6
41,1.73518911773966,1.77495235091167,5.67,5.9,"SC03","1","214506",2004,10.3
42,1.77495235091167,1.7227665977411,5.9,5.6,"SC03","1","214506",2005,10.8
43,1.7227665977411,1.73518911773966,5.6,5.67,"SC03","1","214506",2006,10.6
44,1.73518911773966,1.23837423104327,5.67,3.45,"SC03","1","214506",2007,10.9
45,1.23837423104327,1.50407739677627,3.45,4.5,"SC03","1","214506",2008,11.2
46,1.50407739677627,1.52605630349505,4.5,4.6,"SC03","1","214506",2009,11.3
47,1.52605630349505,1.55814461804655,4.6,4.75,"SC03","1","214506",2010,NA
48,1.55814461804655,1.58923520511658,4.75,4.9,"SC03","1","214506",2011,6.9
49,1.58923520511658,1.69927861643389,4.9,5.47,"SC03","1","214506",2012,7.8
50,1.69927861643389,1.69377906086785,5.47,5.44,"SC03","1","214506",2013,7.4
51,1.69377906086785,1.8099267731835,5.44,6.11,"SC03","1","214506",2014,7.4
52,1.8099267731835,1.80828877117927,6.11,6.1,"SC03","1","214506",2015,7.5
53,1.80828877117927,1.81156209652423,6.1,6.12,"SC03","1","214506",2016,7.8
40,NA,1.708377860289,NA,5.52,"SC03","1","214544",2003,10.1
41,1.708377860289,1.78002421300963,5.52,5.93,"SC03","1","214544",2004,10.1
42,1.78002421300963,1.67709656090792,5.93,5.35,"SC03","1","214544",2005,10.5
43,1.67709656090792,1.77495235091167,5.35,5.9,"SC03","1","214544",2006,10.9
44,1.77495235091167,1.69561560867515,5.9,5.45,"SC03","1","214544",2007,11.5
45,1.69561560867515,1.70474809223843,5.45,5.5,"SC03","1","214544",2008,11.7
46,1.70474809223843,1.52605630349505,5.5,4.6,"SC03","1","214544",2009,12
47,1.52605630349505,1.62334081760309,4.6,5.07,"SC03","1","214544",2010,12.3
48,1.62334081760309,1.75785791755237,5.07,5.8,"SC03","1","214544",2011,12.7
49,1.75785791755237,1.90210752639692,5.8,6.7,"SC03","1","214544",2012,12.4
50,1.90210752639692,1.82454929205105,6.7,6.2,"SC03","1","214544",2013,12.1
51,1.82454929205105,1.82776990675109,6.2,6.22,"SC03","1","214544",2014,11.6
52,1.82776990675109,1.83258146374831,6.22,6.25,"SC03","1","214544",2015,11.5
53,1.83258146374831,1.71739505393919,6.25,5.57,"SC03","1","214544",2016,11.5
40,NA,1.83098018238134,NA,6.24,"SC03","1","214575",2003,8.85
41,1.83098018238134,1.85629799036563,6.24,6.4,"SC03","1","214575",2004,9.1
42,1.85629799036563,1.85473426838944,6.4,6.39,"SC03","1","214575",2005,9.3
43,1.85473426838944,1.56234630490025,6.39,4.77,"SC03","1","214575",2006,9
44,1.56234630490025,1.42310833424261,4.77,4.15,"SC03","1","214575",2007,9.3
45,1.42310833424261,1.19392246847243,4.15,3.3,"SC03","1","214575",2008,9.3
46,1.19392246847243,1.43508452528932,3.3,4.2,"SC03","1","214575",2009,9.3
47,1.43508452528932,1.02961941718116,4.2,2.8,"SC03","1","214575",2010,1.9
48,1.02961941718116,1.02961941718116,2.8,2.8,"SC03","1","214575",2011,1.9
49,1.02961941718116,NA,2.8,NA,"SC03","0","214575",2012,NA
40,NA,1.7263316639056,NA,5.62,"SC03","1","214582",2003,9.4
41,1.7263316639056,1.75785791755237,5.62,5.8,"SC03","1","214582",2004,9.4
42,1.75785791755237,1.62924053973028,5.8,5.1,"SC03","1","214582",2005,9.7
43,1.62924053973028,1.70474809223843,5.1,5.5,"SC03","1","214582",2006,10.7
44,1.70474809223843,1.52605630349505,5.5,4.6,"SC03","1","214582",2007,9.9
45,1.52605630349505,NA,4.6,NA,"SC03","0","214582",2008,NA
40,NA,1.73165554515835,NA,5.65,"SC03","1","214711",2003,3
41,1.73165554515835,1.75267208052001,5.65,5.77,"SC03","1","214711",2004,3.1
42,1.75267208052001,1.88706964903238,5.77,6.6,"SC03","1","214711",2005,3.1
43,1.88706964903238,NA,6.6,NA,"SC03","0","214711",2006,NA
40,NA,1.78339121955754,NA,5.95,"SC03","1","214803",2003,5.9
41,1.78339121955754,1.84371920815877,5.95,6.32,"SC03","1","214803",2004,5.8
42,1.84371920815877,1.85941811770187,6.32,6.42,"SC03","1","214803",2005,6.1
43,1.85941811770187,1.85159946958407,6.42,6.37,"SC03","1","214803",2006,5.9
44,1.85159946958407,1.83258146374831,6.37,6.25,"SC03","1","214803",2007,6.7
45,1.83258146374831,1.87946504964716,6.25,6.55,"SC03","1","214803",2008,7.3
46,1.87946504964716,1.92424865227413,6.55,6.85,"SC03","1","214803",2009,7.6
47,1.92424865227413,1.94591014905531,6.85,7,"SC03","1","214803",2010,7.9
48,1.94591014905531,1.97408102602201,7,7.2,"SC03","1","214803",2011,8.9
49,1.97408102602201,2.11625551480255,7.2,8.3,"SC03","1","214803",2012,8.5
50,2.11625551480255,2.08567209143047,8.3,8.05,"SC03","1","214803",2013,8.8
51,2.08567209143047,2.08567209143047,8.05,8.05,"SC03","1","214803",2014,9.1
52,2.08567209143047,2.05412373369555,8.05,7.8,"SC03","1","214803",2015,9
53,2.05412373369555,2.10413415427021,7.8,8.2,"SC03","1","214803",2016,9.2
40,NA,1.79508725932073,NA,6.02,"SC03","1","214841",2003,5.35
41,1.79508725932073,1.86872051036418,6.02,6.48,"SC03","1","214841",2004,5.5
42,1.86872051036418,1.82776990675109,6.48,6.22,"SC03","1","214841",2005,5.95
43,1.82776990675109,1.95302761682418,6.22,7.05,"SC03","1","214841",2006,6
44,1.95302761682418,1.84054963339749,7.05,6.3,"SC03","1","214841",2007,6.8
45,1.84054963339749,1.79175946922805,6.3,6,"SC03","1","214841",2008,7.5
46,1.79175946922805,1.58923520511658,6,4.9,"SC03","1","214841",2009,7.8
47,1.58923520511658,1.75785791755237,4.9,5.8,"SC03","1","214841",2010,8.1
48,1.75785791755237,1.93152141160321,5.8,6.9,"SC03","1","214841",2011,8.9
49,1.93152141160321,1.98100146886658,6.9,7.25,"SC03","1","214841",2012,9.5
50,1.98100146886658,2.07317192866624,7.25,7.95,"SC03","1","214841",2013,10.4
51,2.07317192866624,2.09924416897602,7.95,8.16,"SC03","1","214841",2014,10.7
52,2.09924416897602,2.11625551480255,8.16,8.3,"SC03","1","214841",2015,10.7
53,2.11625551480255,2.06686275947298,8.3,7.9,"SC03","1","214841",2016,11
40,NA,1.96009478404727,NA,7.1,"SC03","1","214872",2003,8.5
41,1.96009478404727,1.96711235670592,7.1,7.15,"SC03","1","214872",2004,9
42,1.96711235670592,1.9643112344262,7.15,7.13,"SC03","1","214872",2005,10
43,1.9643112344262,2.03470564783844,7.13,7.65,"SC03","1","214872",2006,10.2
44,2.03470564783844,1.96711235670592,7.65,7.15,"SC03","1","214872",2007,12.1
45,1.96711235670592,1.77495235091167,7.15,5.9,"SC03","1","214872",2008,12.8
46,1.77495235091167,1.90210752639692,5.9,6.7,"SC03","1","214872",2009,13.5
47,1.90210752639692,1.90210752639692,6.7,6.7,"SC03","1","214872",2010,14.5
48,1.90210752639692,1.94591014905531,6.7,7,"SC03","1","214872",2011,16.1
49,1.94591014905531,2.08567209143047,7,8.05,"SC03","1","214872",2012,17.5
50,2.08567209143047,2.18041745901984,8.05,8.85,"SC03","1","214872",2013,19.4
51,2.18041745901984,2.13653050866396,8.85,8.47,"SC03","1","214872",2014,19.4
52,2.13653050866396,2.15176220325946,8.47,8.6,"SC03","1","214872",2015,19
53,2.15176220325946,2.16676536985151,8.6,8.73,"SC03","1","214872",2016,19
40,NA,1.87487437593856,NA,6.52,"SC03","1","214889",2003,5.5
41,1.87487437593856,1.87487437593856,6.52,6.52,"SC03","1","214889",2004,5.6
42,1.87487437593856,1.90210752639692,6.52,6.7,"SC03","1","214889",2005,5.65
43,1.90210752639692,1.66203036255327,6.7,5.27,"SC03","1","214889",2006,5.6
44,1.66203036255327,1.88706964903238,5.27,6.6,"SC03","1","214889",2007,5.7
45,1.88706964903238,1.43508452528932,6.6,4.2,"SC03","1","214889",2008,5.9
46,1.43508452528932,1.52605630349505,4.2,4.6,"SC03","1","214889",2009,6
47,1.52605630349505,1.80828877117927,4.6,6.1,"SC03","1","214889",2010,6.1
48,1.80828877117927,1.68639895357023,6.1,5.4,"SC03","1","214889",2011,6.1
49,1.68639895357023,1.33500106673234,5.4,3.8,"SC03","1","214889",2012,6
50,1.33500106673234,NA,3.8,NA,"SC03","0","214889",2013,NA
40,NA,1.96711235670592,NA,7.15,"SC03","1","214896",2003,6.5
41,1.96711235670592,1.94591014905531,7.15,7,"SC03","1","214896",2004,6.4
42,1.94591014905531,NA,7,NA,"SC03","0","214896",2005,NA
40,NA,1.68639895357023,NA,5.4,"SC03","1","214988",2003,5.65
41,1.68639895357023,1.85159946958407,5.4,6.37,"SC03","1","214988",2004,6
42,1.85159946958407,1.85473426838944,6.37,6.39,"SC03","1","214988",2005,7.05
43,1.85473426838944,1.85473426838944,6.39,6.39,"SC03","1","214988",2006,7.3
44,1.85473426838944,1.87946504964716,6.39,6.55,"SC03","1","214988",2007,8.4
45,1.87946504964716,1.54756250871601,6.55,4.7,"SC03","1","214988",2008,8.5
46,1.54756250871601,1.67147330335355,4.7,5.32,"SC03","1","214988",2009,8.8
47,1.67147330335355,1.85629799036563,5.32,6.4,"SC03","1","214988",2010,9.2
48,1.85629799036563,1.93152141160321,6.4,6.9,"SC03","1","214988",2011,10.2
49,1.93152141160321,2.05412373369555,6.9,7.8,"SC03","1","214988",2012,10.3
50,2.05412373369555,2.16332302566054,7.8,8.7,"SC03","1","214988",2013,10.4
51,2.16332302566054,2.04769284336526,8.7,7.75,"SC03","1","214988",2014,10.5
52,2.04769284336526,2.08567209143047,7.75,8.05,"SC03","1","214988",2015,10.4
53,2.08567209143047,2.06051353179432,8.05,7.85,"SC03","1","214988",2016,10.7
40,NA,1.55814461804655,NA,4.75,"SC03","1","215183",2003,5
41,1.55814461804655,1.59736533119983,4.75,4.94,"SC03","1","215183",2004,5.1
42,1.59736533119983,1.80828877117927,4.94,6.1,"SC03","1","215183",2005,5.4
43,1.80828877117927,1.64865862558738,6.1,5.2,"SC03","1","215183",2006,5.3
44,1.64865862558738,1.55814461804655,5.2,4.75,"SC03","1","215183",2007,5.8
45,1.55814461804655,1.85629799036563,4.75,6.4,"SC03","1","215183",2008,6.2
46,1.85629799036563,1.6094379124341,6.4,5,"SC03","1","215183",2009,6.3
47,1.6094379124341,1.79175946922805,5,6,"SC03","1","215183",2010,6.8
48,1.79175946922805,1.94591014905531,6,7,"SC03","1","215183",2011,7.7
49,1.94591014905531,2.04122032885964,7,7.7,"SC03","1","215183",2012,7.8
50,2.04122032885964,1.87180217690159,7.7,6.5,"SC03","1","215183",2013,7.9
51,1.87180217690159,1.70292825552144,6.5,5.49,"SC03","1","215183",2014,8.3
52,1.70292825552144,1.54756250871601,5.49,4.7,"SC03","1","215183",2015,8.6
53,1.54756250871601,1.26976054486394,4.7,3.56,"SC03","1","215183",2016,8.8
41,NA,1.79175946922805,NA,6,"SC03","1","215190",2004,5
42,1.79175946922805,1.84054963339749,6,6.3,"SC03","1","215190",2005,5.3
43,1.84054963339749,1.90210752639692,6.3,6.7,"SC03","1","215190",2006,5.3
44,1.90210752639692,1.69561560867515,6.7,5.45,"SC03","1","215190",2007,5.6
45,1.69561560867515,1.69561560867515,5.45,5.45,"SC03","1","215190",2008,6.1
46,1.69561560867515,1.87180217690159,5.45,6.5,"SC03","1","215190",2009,6.4
47,1.87180217690159,1.90210752639692,6.5,6.7,"SC03","1","215190",2010,7
48,1.90210752639692,2.04769284336526,6.7,7.75,"SC03","1","215190",2011,7.5
49,2.04769284336526,2.16332302566054,7.75,8.7,"SC03","1","215190",2012,7.9
50,2.16332302566054,1.79175946922805,8.7,6,"SC03","1","215190",2013,8.2
51,1.79175946922805,1.91692261218206,6,6.8,"SC03","1","215190",2014,8.3
52,1.91692261218206,2.14593128294867,6.8,8.55,"SC03","1","215190",2015,8.2
53,2.14593128294867,2.10413415427021,8.55,8.2,"SC03","1","215190",2016,8.3
40,NA,1.71199450075919,NA,5.54,"SC03","1","215213",2003,7.3
41,1.71199450075919,1.76644166124377,5.54,5.85,"SC03","1","215213",2004,7.5
42,1.76644166124377,1.66013102674962,5.85,5.26,"SC03","1","215213",2005,7.8
43,1.66013102674962,1.74919985480926,5.26,5.75,"SC03","1","215213",2006,7.7
44,1.74919985480926,1.62924053973028,5.75,5.1,"SC03","1","215213",2007,8.4
45,1.62924053973028,1.7404661748405,5.1,5.7,"SC03","1","215213",2008,8.8
46,1.7404661748405,1.62924053973028,5.7,5.1,"SC03","1","215213",2009,9.1
47,1.62924053973028,1.84054963339749,5.1,6.3,"SC03","1","215213",2010,9.7
48,1.84054963339749,1.7227665977411,6.3,5.6,"SC03","1","215213",2011,10.2
49,1.7227665977411,1.7227665977411,5.6,5.6,"SC03","1","215213",2012,10.8
50,1.7227665977411,1.80335860507141,5.6,6.07,"SC03","1","215213",2013,10.8
51,1.80335860507141,1.62334081760309,6.07,5.07,"SC03","1","215213",2014,10.9
52,1.62334081760309,1.66770682055808,5.07,5.3,"SC03","1","215213",2015,10.9
53,1.66770682055808,1.39871688111845,5.3,4.05,"SC03","1","215213",2016,11.2
40,NA,1.86252854011626,NA,6.44,"SC03","1","215268",2003,4.3
41,1.86252854011626,1.77495235091167,6.44,5.9,"SC03","1","215268",2004,4.25
42,1.77495235091167,NA,5.9,NA,"SC03","0","215268",2005,NA
40,NA,1.69927861643389,NA,5.47,"SC03","1","215275",2003,9.45
41,1.69927861643389,1.7404661748405,5.47,5.7,"SC03","1","215275",2004,9.7
42,1.7404661748405,1.68639895357023,5.7,5.4,"SC03","1","215275",2005,10.4
43,1.68639895357023,1.66770682055808,5.4,5.3,"SC03","1","215275",2006,10.3
44,1.66770682055808,1.65822807660353,5.3,5.25,"SC03","1","215275",2007,11.5
45,1.65822807660353,1.50407739677627,5.25,4.5,"SC03","1","215275",2008,10.9
46,1.50407739677627,1.50407739677627,4.5,4.5,"SC03","1","215275",2009,11
47,1.50407739677627,NA,4.5,NA,"SC03","0","215275",2010,NA
40,NA,1.65249740189455,NA,5.22,"SC03","1","215282",2003,6.3
41,1.65249740189455,1.66770682055808,5.22,5.3,"SC03","1","215282",2004,6.2
42,1.66770682055808,1.54756250871601,5.3,4.7,"SC03","1","215282",2005,6.95
43,1.54756250871601,1.62924053973028,4.7,5.1,"SC03","1","215282",2006,6.1
44,1.62924053973028,NA,5.1,NA,"SC03","0","215282",2007,NA
40,NA,1.59330853050422,NA,4.92,"SC03","1","215299",2003,5.3
41,1.59330853050422,1.6094379124341,4.92,5,"SC03","1","215299",2004,5.3
42,1.6094379124341,0.500775287912489,5,1.65,"SC03","1","215299",2005,5.25
43,0.500775287912489,NA,1.65,NA,"SC03","0","215299",2006,NA
10,NA,1.6094379124341,NA,5,"SC04","1","215374",2003,6.3
11,1.6094379124341,1.75267208052001,5,5.77,"SC04","1","215374",2004,7
12,1.75267208052001,1.69561560867515,5.77,5.45,"SC04","1","215374",2005,7.55
13,1.69561560867515,1.64865862558738,5.45,5.2,"SC04","1","215374",2006,7.5
14,1.64865862558738,1.30833281965018,5.2,3.7,"SC04","1","215374",2007,8
15,1.30833281965018,1.38629436111989,3.7,4,"SC04","1","215374",2008,8.2
16,1.38629436111989,1.39624469197306,4,4.04,"SC04","1","215374",2009,8.1
17,1.39624469197306,NA,4.04,NA,"SC04","0","215374",2010,NA
12,NA,1.82454929205105,NA,6.2,"SC04","1","215428",2005,5.85
13,1.82454929205105,1.66770682055808,6.2,5.3,"SC04","1","215428",2006,5.9
14,1.66770682055808,1.67709656090792,5.3,5.35,"SC04","1","215428",2007,6.3
15,1.67709656090792,1.88706964903238,5.35,6.6,"SC04","1","215428",2008,7.5
16,1.88706964903238,1.6752256529721,6.6,5.34,"SC04","1","215428",2009,7.5
17,1.6752256529721,1.77495235091167,5.34,5.9,"SC04","1","215428",2010,76394372684
18,1.77495235091167,1.85629799036563,5.9,6.4,"SC04","1","215428",2011,7.9
19,1.85629799036563,1.80005827204275,6.4,6.05,"SC04","1","215428",2012,8.4
20,1.80005827204275,1.86408013080768,6.05,6.45,"SC04","1","215428",2013,8.6
21,1.86408013080768,1.78170913337455,6.45,5.94,"SC04","1","215428",2014,8.6
22,1.78170913337455,1.84371920815877,5.94,6.32,"SC04","1","215428",2015,8.6
23,1.84371920815877,1.83418018511201,6.32,6.26,"SC04","1","215428",2016,8.6
13,NA,1.73165554515835,NA,5.65,"SC04","1","215435",2006,5.35
14,1.73165554515835,1.48160454092422,5.65,4.4,"SC04","1","215435",2007,5.9
15,1.48160454092422,1.52605630349505,4.4,4.6,"SC04","1","215435",2008,6.7
16,1.52605630349505,1.58923520511658,4.6,4.9,"SC04","1","215435",2009,7.7
17,1.58923520511658,1.60341984010854,4.9,4.97,"SC04","1","215435",2010,80532401204
18,1.60341984010854,1.64865862558738,4.97,5.2,"SC04","1","215435",2011,7.9
19,1.64865862558738,1.64093657949347,5.2,5.16,"SC04","1","215435",2012,9.3
20,1.64093657949347,1.50407739677627,5.16,4.5,"SC04","1","215435",2013,9.4
21,1.50407739677627,1.35325450704169,4.5,3.87,"SC04","1","215435",2014,9.5
22,1.35325450704169,1.51072193949494,3.87,4.53,"SC04","1","215435",2015,9.5
23,1.51072193949494,NA,4.53,NA,"SC04","0","215435",2016,NA
21,NA,1.78002421300963,NA,5.93,"SC04","1","215442",2014,5.1
22,1.78002421300963,1.68639895357023,5.93,5.4,"SC04","1","215442",2015,5.3
23,1.68639895357023,1.67896397508271,5.4,5.36,"SC04","1","215442",2016,5.5
16,NA,1.54756250871601,NA,4.7,"SC04","1","215459",2009,5.1
17,1.54756250871601,1.25276296849537,4.7,3.5,"SC04","1","215459",2010,54112680651
18,1.25276296849537,1.6094379124341,3.5,5,"SC04","1","215459",2011,6.3
19,1.6094379124341,1.4747630091075,5,4.37,"SC04","1","215459",2012,5.9
20,1.4747630091075,1.6094379124341,4.37,5,"SC04","1","215459",2013,6
21,1.6094379124341,1.71739505393919,5,5.57,"SC04","1","215459",2014,6
22,1.71739505393919,1.63899671467564,5.57,5.15,"SC04","1","215459",2015,0
23,1.63899671467564,NA,5.15,NA,"SC04","0","215459",2016,NA
19,NA,1.65822807660353,NA,5.25,"SC04","1","215480",2012,6.1
20,1.65822807660353,1.68639895357023,5.25,5.4,"SC04","1","215480",2013,6.4
21,1.68639895357023,1.3297240096315,5.4,3.78,"SC04","1","215480",2014,8.2
22,1.3297240096315,1.22082992139236,3.78,3.39,"SC04","1","215480",2015,NA
23,1.22082992139236,1.09861228866811,3.39,3,"SC04","1","215480",2016,4.9
10,NA,1.35325450704169,NA,3.87,"SC04","1","215497",2003,2.9
11,1.35325450704169,1.7404661748405,3.87,5.7,"SC04","1","215497",2004,3.3
12,1.7404661748405,1.56861591791385,5.7,4.8,"SC04","1","215497",2005,3.6
13,1.56861591791385,1.52605630349505,4.8,4.6,"SC04","1","215497",2006,3.55
14,1.52605630349505,1.52605630349505,4.6,4.6,"SC04","1","215497",2007,4
15,1.52605630349505,1.6094379124341,4.6,5,"SC04","1","215497",2008,4.2
16,1.6094379124341,1.69561560867515,5,5.45,"SC04","1","215497",2009,4.4
17,1.69561560867515,1.7404661748405,5.45,5.7,"SC04","1","215497",2010,4.6
18,1.7404661748405,1.68639895357023,5.7,5.4,"SC04","1","215497",2011,5
19,1.68639895357023,1.58923520511658,5.4,4.9,"SC04","1","215497",2012,5.3
20,1.58923520511658,1.43508452528932,4.9,4.2,"SC04","1","215497",2013,5.6
21,1.43508452528932,1.43983512804792,4.2,4.22,"SC04","1","215497",2014,5.6
22,1.43983512804792,1.09861228866811,4.22,3,"SC04","1","215497",2015,5.8
23,1.09861228866811,1.48160454092422,3,4.4,"SC04","1","215497",2016,6
10,NA,1.17865499634165,NA,3.25,"SC04","1","215558",2003,1.8
11,1.17865499634165,1.24990173621434,3.25,3.49,"SC04","1","215558",2004,2.05
12,1.24990173621434,1.42791603581071,3.49,4.17,"SC04","1","215558",2005,2.3
13,1.42791603581071,1.3609765531356,4.17,3.9,"SC04","1","215558",2006,2.2
14,1.3609765531356,1.48160454092422,3.9,4.4,"SC04","1","215558",2007,2.6
15,1.48160454092422,1.48160454092422,4.4,4.4,"SC04","1","215558",2008,3.3
16,1.48160454092422,1.51732262352629,4.4,4.56,"SC04","1","215558",2009,3.4
17,1.51732262352629,1.56861591791385,4.56,4.8,"SC04","1","215558",2010,3501408748
18,1.56861591791385,1.6094379124341,4.8,5,"SC04","1","215558",2011,4.5
19,1.6094379124341,1.62924053973028,5,5.1,"SC04","1","215558",2012,5.2
20,1.62924053973028,1.84054963339749,5.1,6.3,"SC04","1","215558",2013,6.5
21,1.84054963339749,1.81156209652423,6.3,6.12,"SC04","1","215558",2014,6.5
22,1.81156209652423,1.75958057086382,6.12,5.81,"SC04","1","215558",2015,6.8
23,1.75958057086382,1.708377860289,5.81,5.52,"SC04","1","215558",2016,7
10,NA,1.06471073699243,NA,2.9,"SC04","1","215565",2003,1.2
11,1.06471073699243,1.11514159061932,2.9,3.05,"SC04","1","215565",2004,1.45
12,1.11514159061932,1.19392246847243,3.05,3.3,"SC04","1","215565",2005,1.7
13,1.19392246847243,1.22377543162212,3.3,3.4,"SC04","1","215565",2006,1.7
14,1.22377543162212,1.54756250871601,3.4,4.7,"SC04","1","215565",2007,1.8
15,1.54756250871601,1.19392246847243,4.7,3.3,"SC04","1","215565",2008,1.8
16,1.19392246847243,1.28093384546206,3.3,3.6,"SC04","1","215565",2009,2.2
17,1.28093384546206,1.28093384546206,3.6,3.6,"SC04","1","215565",2010,2.5
18,1.28093384546206,1.06471073699243,3.6,2.9,"SC04","1","215565",2011,2.7
19,1.06471073699243,1.00430160919687,2.9,2.73,"SC04","1","215565",2012,2.7
20,1.00430160919687,0.727548607277278,2.73,2.07,"SC04","1","215565",2013,3.2
21,0.727548607277278,1.1314021114911,2.07,3.1,"SC04","1","215565",2014,3.1
22,1.1314021114911,0.832909122935104,3.1,2.3,"SC04","1","215565",2015,3
23,0.832909122935104,0.8754687373539,2.3,2.4,"SC04","1","215565",2016,3.1
10,NA,0.896088024556636,NA,2.45,"SC04","1","215572",2003,1.4
11,0.896088024556636,NA,2.45,NA,"SC04","0","215572",2004,NA
10,NA,1.17865499634165,NA,3.25,"SC04","1","215596",2003,1.3
11,1.17865499634165,1.18478998490916,3.25,3.27,"SC04","1","215596",2004,1.5
12,1.18478998490916,1.14740245283754,3.27,3.15,"SC04","1","215596",2005,1.6
13,1.14740245283754,1.16315080980568,3.15,3.2,"SC04","1","215596",2006,1.6
14,1.16315080980568,0.559615787935423,3.2,1.75,"SC04","1","215596",2007,1.4
15,0.559615787935423,NA,1.75,NA,"SC04","0","215596",2008,NA
10,NA,1.02961941718116,NA,2.8,"SC04","1","215602",2003,1.15
11,1.02961941718116,0.955511445027436,2.8,2.6,"SC04","1","215602",2004,1.1
12,0.955511445027436,1.01160091167848,2.6,2.75,"SC04","1","215602",2005,1.2
13,1.01160091167848,0.936093359170335,2.75,2.55,"SC04","1","215602",2006,1.3
14,0.936093359170335,0.587786664902119,2.55,1.8,"SC04","1","215602",2007,1.2
15,0.587786664902119,NA,1.8,NA,"SC04","0","215602",2008,NA
10,NA,1.12167756159911,NA,3.07,"SC04","1","215626",2003,1.4
11,1.12167756159911,1.09861228866811,3.07,3,"SC04","1","215626",2004,1.4
12,1.09861228866811,1.09861228866811,3,3,"SC04","1","215626",2005,1.35
13,1.09861228866811,1.11514159061932,3,3.05,"SC04","1","215626",2006,1.2
14,1.11514159061932,1.01160091167848,3.05,2.75,"SC04","1","215626",2007,1.3
15,1.01160091167848,1.01160091167848,2.75,2.75,"SC04","1","215626",2008,1.2
16,1.01160091167848,1.25276296849537,2.75,3.5,"SC04","1","215626",2009,1.2
17,1.25276296849537,NA,3.5,NA,"SC04","0","215626",2010,NA
10,NA,1.57897870494939,NA,4.85,"SC04","1","215633",2003,3.75
11,1.57897870494939,1.66770682055808,4.85,5.3,"SC04","1","215633",2004,4.15
12,1.66770682055808,1.65441127807683,5.3,5.23,"SC04","1","215633",2005,4
13,1.65441127807683,1.69561560867515,5.23,5.45,"SC04","1","215633",2006,4
14,1.69561560867515,1.66770682055808,5.45,5.3,"SC04","1","215633",2007,4.6
15,1.66770682055808,1.70474809223843,5.3,5.5,"SC04","1","215633",2008,5
16,1.70474809223843,1.68639895357023,5.5,5.4,"SC04","1","215633",2009,5.7
17,1.68639895357023,1.60743590976343,5.4,4.99,"SC04","1","215633",2010,62070427806
18,1.60743590976343,1.80828877117927,4.99,6.1,"SC04","1","215633",2011,5.5
19,1.80828877117927,1.78170913337455,6.1,5.94,"SC04","1","215633",2012,7.5
20,1.78170913337455,1.7404661748405,5.94,5.7,"SC04","1","215633",2013,6.7
21,1.7404661748405,1.74396880539171,5.7,5.72,"SC04","1","215633",2014,6.8
22,1.74396880539171,1.70110510095992,5.72,5.48,"SC04","1","215633",2015,6.6
23,1.70110510095992,NA,5.48,NA,"SC04","0","215633",2016,NA
