UID, Año,Plot,Einicial,Ecenso,Trans,Cuadro,Sample,Categoría,Etiqueta,Especie,X,Y,Supv,Altura,DB1,DB2,DB3,DB4,DB5,DB6,DB7,DB8,DB9,DB10,DB11,DB12,DB13,DB14,DB15,DB16,DB17,DB18,DB19,DB20,DB21,DB22,DB23,DB24,DB min,DB max,AB soto (m2/1ha),AB soto (cm2/1ha),AB soto (cm2),Sample (m2),Densidad soto sitio (32m2),Regen,LF,Observaciones
SS07-454582,2009,7,11,17,2,3,32,<1,U11,Mimosa eurycarpa,1.9,8.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,32,,,,son del 09
SS07-454582,2010,7,11,18,2,3,32,<1,U11,Mimosa eurycarpa,1.9,8.3,1,1.68,0.7,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0.012026409377024,120.264093770234,0.38484510006475,32,,,,
SS07-454247,2009,7,11,17,3,5,32,<1,286,Mimosa eurycarpa,1.12,5.46,1,0.68,0.72,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.72,0.012723450247039,127.234502470387,0.407150407905237,32,,,,
SS07-454247,2010,7,11,18,3,5,32,<1,286,Mimosa eurycarpa,1.12,5.46,1,1.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0.012026409377024,120.264093770234,0.38484510006475,32,,,,
SS07-454292,2008,7,11,16,4,7,32,<1,291,Mimosa eurycarpa,1.07,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS07-454292,2009,7,11,17,4,7,32,<1,291,Mimosa eurycarpa,1.07,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS07-454292,2010,7,11,18,4,7,32,<1,291,Mimosa eurycarpa,1.07,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS07-454254,2008,7,11,16,4,8,32,<1,287,Mimosa eurycarpa,1.95,15.5,1,1.24,0.481,,,,,,,,,,,,,,,,,,,,,,,,0.481,0.481,0.005678453265056,56.7845326505616,0.181710504481797,32,,,,
SS07-454254,2009,7,11,17,4,8,32,<1,287,Mimosa eurycarpa,1.95,15.5,1,1.3,0.51,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.51,0.006383814446865,63.8381444686488,0.204282062299676,32,,,,
SS07-454254,2010,7,11,18,4,8,32,<1,287,Mimosa eurycarpa,1.95,15.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS08-444507,2006,8,0,3,1,1,32,<1,512,Mimosa eurycarpa,4.37,6.63,1,1.72,1.97,,,,,,,,,,,,,,,,,,,,,,,,1.97,1.97,0.095251616635286,952.516166352862,3.04805173232916,32,1,s,T,
SS08-444507,2007,8,0,4,1,1,32,<1,512,Mimosa eurycarpa,4.37,6.63,1,2.33,4.332,1.35,,,,,,,,,,,,,,,,,,,,,,,1.35,4.332,0.50532331300928,5053.2331300928,16.170346016297,32,1,s,T,con dap?
SS08-444507,2008,8,0,5,1,1,32,<1,512,Mimosa eurycarpa,4.37,6.63,1,1.02,8.6,1.93,,,,,,,,,,,,,,,,,,,,,,,1.93,8.6,1.90667430574108,19066.7430574108,61.0135777837144,32,1,,T,
SS08-444507,2009,8,0,6,1,1,32,<1,512,Mimosa eurycarpa,4.37,6.63,1,3.15,7,1.6,,,,,,,,,,,,,,,,,,,,,,,1.6,7,1.26547279077414,12654.7279077414,40.4951293047724,32,1,,T,
SS08-444507,2010,8,0,7,1,1,32,<1,512,Mimosa eurycarpa,4.37,6.63,1,4.2,0,7.8,,,,,,,,,,,,,,,,,,,,,,,0,7.8,1.4932382581594,14932.382581594,47.7836242611008,32,1,,T,D1 y d2 en la base. Arriba 3 ramas están pintadas por error aún no alcanzaban
SS08-444507,2011,8,0,8,1,1,32,<1,512,Mimosa eurycarpa,4.37,6.63,1,4.1,0,11.2,,,,,,,,,,,,,,,,,,,,,,,0,11.2,3.078760800518,30787.60800518,98.5203456165759,32,1,,T,D1 y d2 en la base. Arriba 3 ramas están pintadas por error aún no alcanzaban
SS08-443944,2006,8,0,3,1,1,32,<1,513,Mimosa eurycarpa,3.89,6.79,1,1.3,0.714,1.192,1.445,1.823,,,,,,,,,,,,,,,,,,,,,0.714,1.823,0.180200134726199,1802.00134726199,5.76640431123835,32,1,r,T,Revisar si pertenece o no al dosel
SS08-443944,2007,8,0,4,1,1,32,<1,513,Mimosa eurycarpa,3.89,6.79,1,2.1,1.1,2.25,3.12,1.34,,,,,,,,,,,,,,,,,,,,,1.1,3.12,0.436939087621346,4369.39087621346,13.9820508038831,32,1,r,T,
SS08-443944,2008,8,0,5,1,1,32,<1,513,Mimosa eurycarpa,3.89,6.79,1,2.65,2.4,4.8,4.9,3.2,1.8,0.9,0.8,,,,,,,,,,,,,,,,,,0.8,4.9,1.66258973714197,16625.8973714197,53.2028715885432,32,1,r,T,
SS08-443944,2009,8,0,6,1,1,32,<1,513,Mimosa eurycarpa,3.89,6.79,1,2.92,2.2,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.2,0.118791472213864,1187.91472213864,3.80132711084365,32,1,r,T,
SS08-443944,2010,8,0,7,1,1,32,<1,513,Mimosa eurycarpa,3.89,6.79,1,2.9,2.7,3.8,6,,,,,,,,,,,,,,,,,,,,,,2.7,6,1.41690737415421,14169.0737415421,45.3410359729347,32,1,r,T,
SS08-443944,2011,8,0,8,1,1,32,<1,513,Mimosa eurycarpa,3.89,6.79,1,4.6,4.2,4.2,5,6.9,,,,,,,,,,,,,,,,,,,,,4.2,6.9,2.64801899527971,26480.1899527971,84.7366078489507,32,1,r,T,
SS08-443944,2012,8,0,9,1,1,32,<1,513,Mimosa eurycarpa,3.89,6.79,1,4.8,4.1,4,5.4,7.5,,,,,,,,,,,,,,,,,,,,,4,7.5,2.90155533990145,29015.5533990145,92.8497708768463,32,1,r,T,
SS08-415750,2004,8,0,1,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,1,1.15,1.56,,,,,,,,,,,,,,,,,,,,,,,,1.56,1.56,0.059729530326376,597.295303263759,1.91134497044403,32,1,R,T,cubierta por tragia
SS08-415750,2005,8,0,2,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,1,1.1,0.7,0.79,,,,,,,,,,,,,,,,,,,,,,,0.7,0.79,0.027344127932534,273.441279325343,0.875012093841097,32,1,R,T,ram ant mts c/reb
SS08-415750,2006,8,0,3,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,1,1.34,0.854,1.038,0.55,,,,,,,,,,,,,,,,,,,,,,0.55,1.038,0.051769029066491,517.690290664907,1.6566089301277,32,1,R,T,ram ant mts c/reb
SS08-415750,2007,8,0,4,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,1,2.15,0.2178,1.567,2.44,0.76,,,,,,,,,,,,,,,,,,,,,0.2178,2.44,0.22173080758242,2217.3080758242,7.09538584263743,32,1,R,T,ya c 1 cm dap?
SS08-415750,2008,8,0,5,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,1,2.97,2.1,3.1,3.4,2.4,0.8,,,,,,,,,,,,,,,,,,,,0.8,3.4,0.784907289545325,7849.07289545325,25.1170332654504,32,1,,T,
SS08-415750,2009,8,0,6,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,Exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-415750,2010,8,0,7,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,Exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-415750,2011,8,0,8,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,Exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-415750,2012,8,0,9,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,Exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-415750,2013,8,0,10,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,Exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,ojo buscar bien ¿viva? ¿muerta? ¿dosel?
SS08-415750,2014,8,0,11,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,Exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,No está. ojo buscar bien ¿viva? ¿muerta? ¿dosel?
SS08-415750,2015,8,0,12,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,Exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,¿dosel? Se encontró su etiqueta tirada en 3D
SS08-415750,2016,8,0,13,2,3,32,<1,75,Mimosa eurycarpa,1.35,3.94,Exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,¿dosel? Se encontró su etiqueta tirada en 3D
SS08-415637,2004,8,0,1,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,1,0.68,0.59,0.86,0.62,,,,,,,,,,,,,,,,,,,,,,0.59,0.86,0.036130769885543,361.307698855432,1.15618463633738,32,1,R,T,Reb de tocon chico
SS08-415637,2005,8,0,2,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,1,0.53,0.29,0.36,0.29,0.31,0.34,0.45,0.35,0.31,0.8,1,,,,,,,,,,,,,,,0.29,1,0.063092016213421,630.920162134213,2.01894451882948,32,1,R,T,"0.76[alt],[diam,.89,.70.58ram ant mts c/reb bas"
SS08-415637,2006,8,0,3,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,1,1.03,0.602,0.404,0.551,0.668,0.303,0.307,0.247,0.648,0.521,0.488,1.5,1,,,,,,,,,,,,,0.247,1.5,0.139948159784075,1399.48159784075,4.47834111309041,32,1,R,T,2 dap nuev
SS08-415637,2007,8,0,4,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,1,2.4,0.83,2.5,0.99,1.81,2.01,0.83,1.19,0.91,,,,,,,,,,,,,,,,,0.83,2.5,0.445917170376683,4459.17170376683,14.2693494520539,32,1,R,T,ya c 1 cm dap?
SS08-415637,2008,8,0,5,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,1,2.67,0.9,4,0.99,2.5,3.28,0.7,1.1,1,,,,,,,,,,,,,,,,,0.7,4,0.920351657192475,9203.51657192476,29.4512530301592,32,1,,T,
SS08-415637,2009,8,0,6,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,1,3.4,1.2,3.3,0.95,0,3.9,3.6,1.1,1.35,0.88,,,,,,,,,,,,,,,,0,3.9,1.10960561650939,11096.0561650939,35.5073797283006,32,1,,T,
SS08-415637,2010,8,0,7,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,1,3.9,1.2,4,4,0,5.9,1.2,,,,,,,,,,,,,,,,,,,0,5.9,1.71044993772401,17104.4993772401,54.7343980071682,32,1,,T,
SS08-415637,2011,8,0,8,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,1,4.2,4.3,0.9,1,0,4.8,6.3,1.5,1.3,0.8,,,,,,,,,,,,,,,,0,6.3,2.15027290922658,21502.7290922658,68.8087330952504,32,1,,T,
SS08-415637,2012,8,0,9,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,1,5,4.2,5,0.9,1.3,0,0,,,,,,,,,,,,,,,,,,,0,5,1.10790228424253,11079.0228424253,35.4528730957608,32,1,,T,
SS08-415637,2013,8,0,10,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,1,5.07,5.5,5,6.3,1.3,0,0,,,,,,,,,,,,,,,,,,,0,6.3,2.37165701653423,23716.5701653423,75.8930245290954,32,1,,T,
SS08-415637,2014,8,0,11,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,Dosel,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,32,,,,Salió del dosel.
SS08-415637,2015,8,0,12,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,Dosel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,Salió del dosel.
SS08-415637,2016,8,0,13,2,3,32,<1,260,Mimosa eurycarpa,0.7,3.11,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,Salió del dosel.
SS08-442473,2004,8,0,1,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,1,0.64,0.37,0.24,0.27,,,,,,,,,,,,,,,,,,,,,,0.24,0.37,0.00656298340289,65.6298340288993,0.210015468892478,32,1,R,T,"varios tallos desde base, es un root sucker"
SS08-442473,2005,8,0,2,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,Exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,R,T,mta
SS08-442473,2006,8,0,3,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,1,0.57,0.314,,,,,,,,,,,,,,,,,,,,,,,,0.314,0.314,0.002419909916198,24.1990991619796,0.077437117318335,32,1,R,T,ram ant mta reb
SS08-442473,2007,8,0,4,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,R,T,
SS08-442473,2008,8,0,5,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442473,2009,8,0,6,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442473,2010,8,0,7,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442473,2011,8,0,8,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442473,2012,8,0,9,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442473,2013,8,0,10,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442473,2014,8,0,11,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS08-442473,2015,8,0,12,2,3,32,<1,281,Mimosa eurycarpa,1.5,3.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS08-415873,2004,8,0,1,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,1,0.85,1.04,0.78,,,,,,,,,,,,,,,,,,,,,,,0.78,1.04,0.041478840504428,414.788405044278,1.32732289614169,32,1,S,T,Era 264
SS08-415873,2005,8,0,2,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,1,0.8,0.52,0.37,,,,,,,,,,,,,,,,,,,,,,,0.37,0.52,0.009996645998493,99.9664599849315,0.319892671951781,32,1,S,T,ram ant mta
SS08-415873,2006,8,0,3,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,1,0.9,0.565,0.63,0.616,,,,,,,,,,,,,,,,,,,,,,0.565,0.63,0.026889603289161,268.896032891606,0.86046730525314,32,1,S,T,1 dap mto
SS08-415873,2007,8,0,4,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,1,2.4,2.81,0.959,2.084,,,,,,,,,,,,,,,,,,,,,,0.959,2.81,0.3229664503827,3229.664503827,10.3349264122464,32,,S,T,ya c 1 cm dap?
SS08-415873,2008,8,0,5,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,1,2.74,3.6,2.5,3.2,,,,,,,,,,,,,,,,,,,,,,2.5,3.6,0.722811747251714,7228.11747251714,23.1299759120549,32,,S,T,
SS08-415873,2009,8,0,6,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,1,3.5,4.45,3.2,2.7,,,,,,,,,,,,,,,,,,,,,,2.7,4.45,0.916277404219851,9162.77404219851,29.3208769350352,32,,S,T,
SS08-415873,2010,8,0,7,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,1,3.8,4.6,3.3,3.5,,,,,,,,,,,,,,,,,,,,,,3.3,4.6,1.08728558245334,10872.8558245334,34.793138638507,32,,S,T,Era 264
SS08-415873,2011,8,0,8,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,1,3.8,4.5,1,2.5,,,,,,,,,,,,,,,,,,,,,,1,4.5,0.674951546669682,6749.51546669682,21.5984494934298,32,,S,T,Ahora N64. se juntan 2 tallos
SS08-415873,2012,8,0,9,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,1,3.8,2.2,3.3,4.4,,,,,,,,,,,,,,,,,,,,,,2.2,4.4,0.861238173550514,8612.38173550515,27.5596215536165,32,,S,T,Olvidada cuadrito. se juntan 2 tallos. Ahora N64
SS08-415873,2013,8,0,10,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,1,3.14,3,3.3,2.1,,,,,,,,,,,,,,,,,,,,,,2.1,3.3,0.596411730329937,5964.11730329937,19.085175370558,32,,S,T,se juntan 2 tallos. AhoraN64
SS08-415873,2014,8,0,11,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,Salió del sotobosque. se juntan 2 tallos. AhoraN64
SS08-415873,2015,8,0,12,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,Salió del sotobosque. se juntan 2 tallos. AhoraN64
SS08-415873,2016,8,0,13,2,3,32,<1,N64,Mimosa eurycarpa,1.35,4,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,Salió del sotobosque. se juntan 2 tallos. AhoraN64
SS08-442565,2004,8,0,1,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,1,0.99,1.48,,,,,,,,,,,,,,,,,,,,,,,,1.48,1.48,0.053760504284555,537.605042845553,1.72033613710577,32,1,S,T,
SS08-442565,2005,8,0,2,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,1,1.4,1.47,,,,,,,,,,,,,,,,,,,,,,,,1.47,1.47,0.053036465352673,530.364653526733,1.69716689128555,32,1,S,T,
SS08-442565,2006,8,0,3,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,1,1.4,1.568,,,,,,,,,,,,,,,,,,,,,,,,1.568,1.568,0.060343711690153,603.437116901528,1.93099877408489,32,1,S,T,Revisar si pertenece o no al dosel
SS08-442565,2007,8,0,4,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,1,1.93,2.419,,,,,,,,,,,,,,,,,,,,,,,,2.419,2.419,0.143618914450254,1436.18914450254,4.59580526240814,32,1,S,T,ya c 1 cm dap?
SS08-442565,2008,8,0,5,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,1,2.35,3.1,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,0.235864885945296,2358.64885945296,7.54767635024948,32,1,,T,
SS08-442565,2009,8,0,6,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,1,2.58,3.3,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,0.267280812481194,2672.80812481194,8.55298599939821,32,1,,T,
SS08-442565,2010,8,0,7,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,1,3.2,3.9,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.9,0.37330956453985,3733.0956453985,11.9459060652752,32,1,,T,
SS08-442565,2011,8,0,8,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,1,2.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,0.267280812481194,2672.80812481194,8.55298599939821,32,1,,T,
SS08-442565,2012,8,0,9,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,1,2.92,3.4,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.4,0.283725086527328,2837.25086527328,9.0792027688745,32,1,,T,medido con cinta
SS08-442565,2013,8,0,10,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442565,2014,8,0,11,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS08-442565,2015,8,0,12,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS08-442565,2016,8,0,12,3,5,32,<1,331,Mimosa eurycarpa,3.57,1.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS08-444521,2004,8,0,1,3,6,32,<1,152,Mimosa eurycarpa,0.12,11.2,1,1.26,1.8,1.52,1.76,,,,,,,,,,,,,,,,,,,,,,1.52,1.8,0.21225385365816,2122.5385365816,6.79212331706113,32,1,S,T,
SS08-444521,2005,8,0,2,3,6,32,<1,152,Mimosa eurycarpa,0.12,11.2,1,1.86,2.71,2.47,2.71,,,,,,,,,,,,,,,,,,,,,,2.47,2.71,0.510241279958934,5102.41279958934,16.3277209586859,32,1,S,T,
SS08-444521,2006,8,0,3,3,6,32,<1,152,Mimosa eurycarpa,0.12,11.2,1,2.27,3.177,3.529,2.866,,,,,,,,,,,,,,,,,,,,,,2.866,3.529,0.754991620763672,7549.91620763672,24.1597318644375,32,1,S,T,
SS08-444521,2007,8,0,4,3,6,32,<1,152,Mimosa eurycarpa,0.12,11.2,1,2.8,9.293,,,,,,,,,,,,,,,,,,,,,,,,9.293,9.293,2.11958958737128,21195.8958737128,67.8268667958809,32,1,S,T,ya c 1 cm dap?
SS08-444521,2008,8,0,5,3,6,32,<1,152,Mimosa eurycarpa,0.12,11.2,1,2.8,9.3,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,2.12278397350767,21227.8397350767,67.9290871522453,32,1,S,T,
SS08-444521,2009,8,0,6,3,6,32,<1,152,Mimosa eurycarpa,0.12,11.2,1,3.3,14.2,,,,,,,,,,,,,,,,,,,,,,,,14.2,14.2,4.94899017710817,49489.9017710817,158.367685667461,32,1,S,T,
SS08-444521,2010,8,0,7,3,6,32,<1,152,Mimosa eurycarpa,0.12,11.2,1,2.9,15.9,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,6.2048909277659,62048.909277659,198.556509688509,32,1,S,T,
SS08-444521,2011,8,0,8,3,6,32,<1,152,Mimosa eurycarpa,0.12,11.2,1,4.4,17.3,,,,,,,,,,,,,,,,,,,,,,,,17.3,17.3,7.3456817601007,73456.817601007,235.061816323222,32,1,S,T,
SS08-442329,2004,8,0,1,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,1,1.74,2.17,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.17,0.115573794113195,1155.73794113195,3.69836141162224,32,1,S,T,
SS08-442329,2005,8,0,2,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,S,T,"mta en pie, dap mto de2.17"
SS08-442329,2006,8,0,3,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,S,T,mta en pie
SS08-442329,2007,8,0,4,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,S,T,
SS08-442329,2008,8,0,5,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442329,2009,8,0,6,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442329,2010,8,0,7,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442329,2011,8,0,8,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442329,2012,8,0,9,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442329,2013,8,0,10,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS08-442329,2014,8,0,11,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS08-442329,2015,8,0,12,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS08-442329,2016,8,0,12,4,8,32,<1,230,Mimosa eurycarpa,1.68,15.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS10-416825,2004,10,5,6,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,1,1.7,0.66,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.66,0.010691232499248,106.912324992478,0.342119439975928,32,,R,T,
SS10-416825,2005,10,5,7,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,1,2,0.9,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,0.019880391010998,198.803910109979,0.636172512351933,32,,R,T,
SS10-416825,2006,10,5,8,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,1,1.94,1.022,,,,,,,,,,,,,,,,,,,,,,,,1.022,1.022,0.025635494228063,256.354942280631,0.82033581529802,32,,R,T,
SS10-416825,2007,10,5,9,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,1,3.15,1.552,,,,,,,,,,,,,,,,,,,,,,,,1.552,1.552,0.059118490555253,591.184905552527,1.89179169776809,32,,R,T,
SS10-416825,2008,10,5,10,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,1,3.5,2.3,0.9,0.6,,,,,,,,,,,,,,,,,,,,,,0.6,2.3,0.15855225423586,1585.5225423586,5.07367213554752,32,,,,D2 y D3 reclutamientos
SS10-416825,2009,10,5,11,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,1,3.42,2.25,1.29,0.89,,,,,,,,,,,,,,,,,,,,,,0.89,2.25,0.184536661598012,1845.36661598012,5.90517317113639,32,,,,
SS10-416825,2010,10,5,12,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,viva afuera
SS10-416825,2011,10,5,13,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,viva afuera
SS10-416825,2012,10,5,14,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,viva afuera
SS10-416825,2013,10,5,15,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,viva afuera
SS10-416825,2014,10,5,16,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,Salió del sotobosque. viva afuera
SS10-416825,2015,10,5,17,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,Salió del sotobosque. viva afuera
SS10-416825,2016,10,5,18,1,1,32,<1,162,Mimosa eurycarpa,1.39,1.98,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,Salió del sotobosque. viva afuera
