UID, Año,Plot,Einicial,Ecenso,Trans,Cuadro,Sample,Categoría,Etiqueta,Especie,X,Y,Supv,Altura,DB1,DB2,DB3,DB4,DB5,DB6,DB7,DB8,DB9,DB10,DB11,DB12,DB13,DB14,DB15,DB16,DB17,DB18,DB19,DB20,DB21,DB22,DB23,DB24,DB min,DB max,AB soto (m2/1ha),AB soto (cm2/1ha),AB soto (cm2),Sample (m2),Densidad soto sitio (32m2),Regen,LF,Observaciones
SS10-447393,2003,10,5,5,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,1,0.86,0.57,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.57,0.007974245727745,79.7424572774472,0.255175863287831,32,,S,T,
SS10-447393,2004,10,5,6,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,1,1.37,0.7,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0.012026409377024,120.264093770234,0.38484510006475,32,,S,T,
SS10-447393,2005,10,5,7,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,1,1.55,0.72,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.72,0.012723450247039,127.234502470387,0.407150407905237,32,,S,T,
SS10-447393,2006,10,5,8,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,1,1.83,0.74,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.74,0.013440126071139,134.401260711388,0.430084034276443,32,,S,T,
SS10-447393,2007,10,5,9,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,1,1.78,1.74,,,,,,,,,,,,,,,,,,,,,,,,1.74,1.74,0.074308483734441,743.084837344411,2.37787147950211,32,,S,T,
SS10-447393,2008,10,5,10,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,1,1.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.6,0.062831853071796,628.318530717959,2.01061929829747,32,,,,
SS10-447393,2009,10,5,11,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,1,2.8,1.7,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.7,0.070931271631832,709.31271631832,2.26980069221863,32,,,,
SS10-447393,2010,10,5,12,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,1,3.48,2.25,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.25,0.124252443818737,1242.52443818737,3.97607820219958,32,,,,
SS10-447393,2011,10,5,12,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS10-447393,2012,10,5,12,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS10-447393,2013,10,5,12,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS10-447393,2014,10,5,12,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS10-447393,2015,10,5,12,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS10-447393,2016,10,5,12,1,2,32,<1,3,Mimosa eurycarpa,1.76,10.78,Dosel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS11-447959,2003,11,3,3,3,5,32,<1,109,Mimosa eurycarpa,1.93,9.17,1,1.86,1.85,,,,,,,,,,,,,,,,,,,,,,,,1.85,1.85,0.084000787944618,840.007879446177,2.68802521422777,32,,S,T,
SS11-447959,2004,11,3,4,3,5,32,<1,109,Mimosa eurycarpa,1.93,9.17,1,2.38,2.22,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.22,0.12096113464025,1209.6113464025,3.87075630848798,32,,S,T,
SS11-447959,2005,11,3,5,3,5,32,<1,109,Mimosa eurycarpa,1.93,9.17,1,2.8,2.17,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.17,0.115573794113195,1155.73794113195,3.69836141162224,32,,S,T,
SS11-447959,2006,11,3,6,3,5,32,<1,109,Mimosa eurycarpa,1.93,9.17,1,2.65,2.175,,,,,,,,,,,,,,,,,,,,,,,,2.175,2.175,0.116107005835064,1161.07005835064,3.71542418672205,32,,S,T,
SS11-447959,2007,11,3,7,3,5,32,<1,109,Mimosa eurycarpa,1.93,9.17,1,3.1,2.42,,,,,,,,,,,,,,,,,,,,,,,,2.42,2.42,0.143737681378775,1437.37681378775,4.59960580412082,32,,S,T,ya c 1 cm dap?
SS11-447959,2008,11,3,8,3,5,32,<1,109,Mimosa eurycarpa,1.93,9.17,1,2.65,2.8,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.8,0.192422550032375,1924.22550032375,6.15752160103599,32,,,,
SS11-447959,2009,11,3,9,3,5,32,<1,109,Mimosa eurycarpa,1.93,9.17,1,2.78,3.1,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,0.235864885945296,2358.64885945296,7.54767635024948,32,,,,
SS11-447959,2010,11,3,10,3,5,32,<1,109,Mimosa eurycarpa,1.93,9.17,1,3.77,3.3,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,0.267280812481194,2672.80812481194,8.55298599939821,32,,,,
SS11-448031,2003,11,3,3,3,5,32,<1,116,Mimosa eurycarpa,1.86,8.19,1,1.26,0.5,0.18,0.3,0.52,,,,,,,,,,,,,,,,,,,,,0.18,0.52,0.015776685607246,157.766856072462,0.50485393943188,32,,S,T,c/ muchos tallos desde base. varios tallos med. mtos
SS11-448031,2004,11,3,4,3,5,32,<1,116,Mimosa eurycarpa,1.86,8.19,1,1.27,1.12,0.43,0.79,0.61,,,,,,,,,,,,,,,,,,,,,0.43,1.12,0.059776163342328,597.761633423277,1.91283722695449,32,,S,T,
SS11-448031,2005,11,3,5,3,5,32,<1,116,Mimosa eurycarpa,1.86,8.19,1,1.6,1.99,0.5,0.5,0.43,,,,,,,,,,,,,,,,,,,,,0.43,1.99,0.114005452155661,1140.05452155661,3.64817446898115,32,,S,T,6 mtas.. 1 dap nvo de 0.43
SS11-448031,2006,11,3,6,3,5,32,<1,116,Mimosa eurycarpa,1.86,8.19,1,1.51,0.928,0.466,0.456,0.324,,,,,,,,,,,,,,,,,,,,,0.324,0.928,0.03414646142572,341.464614257196,1.09268676562303,32,,S,T,6 mtas.
SS11-448031,2007,11,3,7,3,5,32,<1,116,Mimosa eurycarpa,1.86,8.19,1,1.93,0.96,0.58,0.54,,,,,,,,,,,,,,,,,,,,,,0.54,0.96,0.038032906062522,380.329060625214,1.21705299400069,32,,S,T,
SS11-448031,2008,11,3,8,3,5,32,<1,116,Mimosa eurycarpa,1.86,8.19,1,1.6,1.2,0.65,0.7,,,,,,,,,,,,,,,,,,,,,,0.65,1.2,0.057739036856016,577.390368560155,1.8476491793925,32,,,,
SS11-448031,2009,11,3,9,3,5,32,<1,116,Mimosa eurycarpa,1.86,8.19,1,2.08,1.4,0.72,0.6,,,,,,,,,,,,,,,,,,,,,,0.6,1.4,0.069664817093354,696.648170933537,2.22927414698732,32,,,,
SS11-448031,2010,11,3,10,3,5,32,<1,116,Mimosa eurycarpa,1.86,8.19,1,2.39,0.75,0.98,1.3,0,0,,,,,,,,,,,,,,,,,,,,0,1.3,0.078856429974365,788.564299743644,2.52340575917966,32,,,,
SS11-448581,2003,11,3,3,3,6,32,<1,167.1,Mimosa eurycarpa,3.76,18.97,1,1.44,0.75,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.75,0.013805827090971,138.058270909708,0.441786466911065,32,,S,T,en hoja de campo m17 en lugar de 18 pero no concuerda
SS11-448581,2004,11,3,4,3,6,32,<1,167.1,Mimosa eurycarpa,3.76,18.97,1,1.56,1.15,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.15,0.03245903347166,324.590334716602,1.03868907109313,32,,S,T,
SS11-448581,2005,11,3,5,3,6,32,<1,167.1,Mimosa eurycarpa,3.76,18.97,1,1.67,1.15,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.15,0.03245903347166,324.590334716602,1.03868907109313,32,,S,T,
SS11-448581,2006,11,3,6,3,6,32,<1,167.1,Mimosa eurycarpa,3.76,18.97,1,1.65,1.171,,,,,,,,,,,,,,,,,,,,,,,,1.171,1.171,0.033655317592978,336.553175929775,1.07697016297528,32,,S,T,
SS11-448581,2007,11,3,7,3,6,32,<1,167.1,Mimosa eurycarpa,3.76,18.97,1,2.06,1.5,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,0.055223308363883,552.233083638831,1.76714586764426,32,,S,T,
SS11-448581,2008,11,3,8,3,6,32,<1,167.1,Mimosa eurycarpa,3.76,18.97,1,2.14,2.2,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.2,0.118791472213864,1187.91472213864,3.80132711084365,32,,,,
SS11-448581,2009,11,3,9,3,6,32,<1,167.1,Mimosa eurycarpa,3.76,18.97,1,2.17,2.57,,,,,,,,,,,,,,,,,,,,,,,,2.57,2.57,0.162108635294494,1621.08635294494,5.18747632942381,32,,,,
SS11-448581,2010,11,3,10,3,6,32,<1,167.1,Mimosa eurycarpa,3.76,18.97,1,2.84,2.7,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.7,0.178923519098981,1789.23519098981,5.7255526111674,32,,,,
SS11-449595,2006,11,3,6,4,7,32,<1,282,Mimosa eurycarpa,3.44,3.72,1,0.42,0.276,,,,,,,,,,,,,,,,,,,,,,,,0.276,0.276,0.001869640327968,18.6964032796763,0.059828490494964,32,,S,T,
SS11-449595,2007,11,3,7,4,7,32,<1,282,Mimosa eurycarpa,3.44,3.72,1,0.8,0.35,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.35,0.003006602344256,30.0660234425586,0.096211275016187,32,,S,T,
SS11-449595,2008,11,3,8,4,7,32,<1,282,Mimosa eurycarpa,3.44,3.72,1,0.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0.012026409377024,120.264093770234,0.38484510006475,32,,,,
SS11-449595,2009,11,3,9,4,7,32,<1,282,Mimosa eurycarpa,3.44,3.72,1,1.48,0.9,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,0.019880391010998,198.803910109979,0.636172512351933,32,,,,
SS11-449595,2010,11,3,10,4,7,32,<1,282,Mimosa eurycarpa,3.44,3.72,1,1.66,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.02454369260617,245.436926061703,0.785398163397448,32,,,,
SS11-448284,2003,11,3,3,4,8,32,<1,146,Mimosa eurycarpa,4.57,18.32,1,1.06,0.57,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.57,0.007974245727745,79.7424572774472,0.255175863287831,32,,S,T,
SS11-448284,2004,11,3,4,4,8,32,<1,146,Mimosa eurycarpa,4.57,18.32,1,1.34,0.78,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.78,0.014932382581594,149.32382581594,0.477836242611008,32,,S,T,
SS11-448284,2005,11,3,5,4,8,32,<1,146,Mimosa eurycarpa,4.57,18.32,1,1.44,0.79,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.79,0.015317718555511,153.177185555109,0.490166993776348,32,,S,T,
SS11-448284,2006,11,3,6,4,8,32,<1,146,Mimosa eurycarpa,4.57,18.32,1,1.34,0.772,,,,,,,,,,,,,,,,,,,,,,,,0.772,0.772,0.014627648094196,146.276480941958,0.468084739014265,32,,S,T,
SS11-448284,2007,11,3,7,4,8,32,<1,146,Mimosa eurycarpa,4.57,18.32,1,1.8,1.17,,,,,,,,,,,,,,,,,,,,,,,,1.17,1.17,0.033597860808587,335.978608085865,1.07513154587477,32,,S,T,
SS11-448284,2008,11,3,8,4,8,32,<1,146,Mimosa eurycarpa,4.57,18.32,1,1.92,1.2,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,0.035342917352885,353.429173528852,1.13097335529233,32,,,,
SS11-448284,2009,11,3,9,4,8,32,<1,146,Mimosa eurycarpa,4.57,18.32,1,1.98,1.43,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.43,0.050189397010358,501.893970103576,1.60606070433144,32,,,,
SS11-448284,2010,11,3,10,4,8,32,<1,146,Mimosa eurycarpa,4.57,18.32,1,2.4,1.35,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.35,0.044730879774745,447.308797747453,1.43138815279185,32,,,,
SS11-448307,2003,11,3,3,4,8,32,<1,148,Mimosa eurycarpa,3.92,18.2,1,1.17,0.6,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.008835729338221,88.3572933822129,0.282743338823081,32,,S,T,
SS11-448307,2004,11,3,4,4,8,32,<1,148,Mimosa eurycarpa,3.92,18.2,1,1.5,0.68,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.68,0.011349003461093,113.490034610931,0.36316811075498,32,,S,T,
SS11-448307,2005,11,3,5,4,8,32,<1,148,Mimosa eurycarpa,3.92,18.2,1,1.45,0.81,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.81,0.016103116718908,161.031167189083,0.515299735005066,32,,S,T,
SS11-448307,2006,11,3,6,4,8,32,<1,148,Mimosa eurycarpa,3.92,18.2,1,1.47,0.776,,,,,,,,,,,,,,,,,,,,,,,,0.776,0.776,0.014779622638813,147.796226388132,0.472947924442022,32,,S,T,
SS11-448307,2007,11,3,7,4,8,32,<1,148,Mimosa eurycarpa,3.92,18.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,S,T,
SS11-448307,2008,11,3,8,4,8,32,<1,148,Mimosa eurycarpa,3.92,18.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS11-448307,2009,11,3,9,4,8,32,<1,148,Mimosa eurycarpa,3.92,18.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS11-448307,2010,11,3,10,4,8,32,<1,148,Mimosa eurycarpa,3.92,18.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS11-448338,2003,11,3,3,4,8,32,<1,150,Mimosa eurycarpa,3.68,18.38,1,1.08,0.6,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.008835729338221,88.3572933822129,0.282743338823081,32,,S,T,
SS11-448338,2004,11,3,4,4,8,32,<1,150,Mimosa eurycarpa,3.68,18.38,1,1.22,0.66,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.66,0.010691232499248,106.912324992478,0.342119439975928,32,,S,T,
SS11-448338,2005,11,3,5,4,8,32,<1,150,Mimosa eurycarpa,3.68,18.38,1,1.25,0.59,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.59,0.008543659396208,85.4365939620787,0.273397100678652,32,,S,T,
SS11-448338,2006,11,3,6,4,8,32,<1,150,Mimosa eurycarpa,3.68,18.38,1,1.18,0.573,,,,,,,,,,,,,,,,,,,,,,,,0.573,0.573,0.008058406049691,80.5840604969127,0.257868993590121,32,,S,T,
SS11-448338,2007,11,3,7,4,8,32,<1,150,Mimosa eurycarpa,3.68,18.38,1,1.164,0.65,1.484,0.946,0.674,,,,,,,,,,,,,,,,,,,,,0.65,1.484,0.097535358144905,975.353581449051,3.12113146063696,32,,S,T,
SS11-448338,2008,11,3,8,4,8,32,<1,150,Mimosa eurycarpa,3.68,18.38,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.02454369260617,245.436926061703,0.785398163397448,32,,,,
SS11-448338,2009,11,3,9,4,8,32,<1,150,Mimosa eurycarpa,3.68,18.38,1,1.93,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.02454369260617,245.436926061703,0.785398163397448,32,,,,
SS11-448338,2010,11,3,10,4,8,32,<1,150,Mimosa eurycarpa,3.68,18.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS11-448345,2003,11,3,3,4,8,32,<1,151,Mimosa eurycarpa,4.06,18.92,1,1.56,0.87,0.54,,,,,,,,,,,,,,,,,,,,,,,0.54,0.87,0.02573406169757,257.340616975695,0.823489974322225,32,,S,T,
SS11-448345,2004,11,3,4,4,8,32,<1,151,Mimosa eurycarpa,4.06,18.92,1,1.6,1.03,0.65,,,,,,,,,,,,,,,,,,,,,,,0.65,1.03,0.036408113611993,364.08113611993,1.16505963558377,32,,S,T,ramas altas secas
SS11-448345,2005,11,3,5,4,8,32,<1,151,Mimosa eurycarpa,4.06,18.92,1,1.6,1.97,0.58,,,,,,,,,,,,,,,,,,,,,,,0.58,1.97,0.103508114828002,1035.08114828002,3.31225967449606,32,,S,T,
SS11-448345,2006,11,3,6,4,8,32,<1,151,Mimosa eurycarpa,4.06,18.92,1,1.3,0.844,,,,,,,,,,,,,,,,,,,,,,,,0.844,0.844,0.017483355816309,174.833558163089,0.559467386121885,32,,S,T,
SS11-448345,2007,11,3,7,4,8,32,<1,151,Mimosa eurycarpa,4.06,18.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,S,T,
SS11-448345,2008,11,3,8,4,8,32,<1,151,Mimosa eurycarpa,4.06,18.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS11-448345,2009,11,3,9,4,8,32,<1,151,Mimosa eurycarpa,4.06,18.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS11-448345,2010,11,3,10,4,8,32,<1,151,Mimosa eurycarpa,4.06,18.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS11-448369,2003,11,3,3,4,8,32,<1,153,Mimosa eurycarpa,4.9,18.52,1,1.43,0.76,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.76,0.014176436849324,141.764368493239,0.453645979178366,32,,S,T,
SS11-448369,2004,11,3,4,4,8,32,<1,153,Mimosa eurycarpa,4.9,18.52,1,1.6,0.89,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.89,0.019441058913348,194.410589133475,0.622113885227119,32,,S,T,
SS11-448369,2005,11,3,5,4,8,32,<1,153,Mimosa eurycarpa,4.9,18.52,1,1.62,0.95,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.95,0.022150682577069,221.506825770687,0.708821842466197,32,,S,T,
SS11-448369,2006,11,3,6,4,8,32,<1,153,Mimosa eurycarpa,4.9,18.52,1,1.55,0.91,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.91,0.02032463184717,203.246318471696,0.650388219109427,32,,S,T,
SS11-448369,2007,11,3,7,4,8,32,<1,153,Mimosa eurycarpa,4.9,18.52,1,1.52,0.958,,,,,,,,,,,,,,,,,,,,,,,,0.958,0.958,0.022525317501009,225.253175010092,0.720810160032296,32,,S,T,
SS11-448369,2008,11,3,8,4,8,32,<1,153,Mimosa eurycarpa,4.9,18.52,1,1.95,1.2,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,0.035342917352885,353.429173528852,1.13097335529233,32,,,,
SS11-448369,2009,11,3,9,4,8,32,<1,153,Mimosa eurycarpa,4.9,18.52,1,2.05,1.47,,,,,,,,,,,,,,,,,,,,,,,,1.47,1.47,0.053036465352673,530.364653526733,1.69716689128555,32,,,,
SS11-448369,2010,11,3,10,4,8,32,<1,153,Mimosa eurycarpa,4.9,18.52,1,2.2,1.74,,,,,,,,,,,,,,,,,,,,,,,,1.74,1.74,0.074308483734441,743.084837344411,2.37787147950211,32,,,,
SS11-448376,2003,11,3,3,4,8,32,<1,154,Mimosa eurycarpa,4.21,18.71,1,1.25,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.02454369260617,245.436926061703,0.785398163397448,32,,S,T,
SS11-448376,2004,11,3,4,4,8,32,<1,154,Mimosa eurycarpa,4.21,18.71,1,1.44,1.05,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,0.027059421098303,270.594210983027,0.865901475145687,32,,S,T,
SS11-448376,2005,11,3,5,4,8,32,<1,154,Mimosa eurycarpa,4.21,18.71,1,1.1,1.08,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.08,0.028627763055837,286.27763055837,0.916088417786784,32,,S,T,
SS11-448376,2006,11,3,6,4,8,32,<1,154,Mimosa eurycarpa,4.21,18.71,1,1.48,1.033,,,,,,,,,,,,,,,,,,,,,,,,1.033,1.033,0.026190304399426,261.903043994256,0.838089740781619,32,,S,T,
SS11-448376,2007,11,3,7,4,8,32,<1,154,Mimosa eurycarpa,4.21,18.71,1,0.96,0.993,,,,,,,,,,,,,,,,,,,,,,,,0.993,0.993,0.024201283550622,242.012835506216,0.77444107361989,32,,S,T,
SS11-448376,2008,11,3,8,4,8,32,<1,154,Mimosa eurycarpa,4.21,18.71,1,1.18,1.1,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.1,0.029697868053466,296.97868053466,0.950331777710912,32,,,,
SS11-448376,2009,11,3,9,4,8,32,<1,154,Mimosa eurycarpa,4.21,18.71,1,0.85,1.06,1.4,,,,,,,,,,,,,,,,,,,,,,,1.06,1.4,0.075682930520387,756.829305203866,2.42185377665237,32,,,,
SS11-448376,2010,11,3,10,4,8,32,<1,154,Mimosa eurycarpa,4.21,18.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS11-448383,2003,11,3,3,4,8,32,<1,155,Mimosa eurycarpa,4.3,18.61,1,1.62,1,0.84,,,,,,,,,,,,,,,,,,,,,,,0.84,1,0.041861722109084,418.61722109084,1.33957510749069,32,,S,T,
SS11-448383,2004,11,3,4,4,8,32,<1,155,Mimosa eurycarpa,4.3,18.61,1,2,1.05,0.95,,,,,,,,,,,,,,,,,,,,,,,0.95,1.05,0.049210103675371,492.101036753714,1.57472331761188,32,,S,T,ramas altas secas
SS11-448383,2005,11,3,5,4,8,32,<1,155,Mimosa eurycarpa,4.3,18.61,1,2.25,1.05,0.93,,,,,,,,,,,,,,,,,,,,,,,0.93,1.05,0.048287260833379,482.872608333794,1.54519234666814,32,,S,T,
SS11-448383,2006,11,3,6,4,8,32,<1,155,Mimosa eurycarpa,4.3,18.61,1,2.15,1.022,0.88,,,,,,,,,,,,,,,,,,,,,,,0.88,1.022,0.044642129782281,446.421297822814,1.428548153033,32,,S,T,
SS11-448383,2007,11,3,7,4,8,32,<1,155,Mimosa eurycarpa,4.3,18.61,1,2.05,1.13,0.92,,,,,,,,,,,,,,,,,,,,,,,0.92,1.13,0.052113622510681,521.136225106813,1.6676359203418,32,,S,T,
SS11-448383,2008,11,3,8,4,8,32,<1,155,Mimosa eurycarpa,4.3,18.61,1,2.4,1.4,1.2,,,,,,,,,,,,,,,,,,,,,,,1.2,1.4,0.083448554860979,834.485548609789,2.67035375555132,32,,,,
SS11-448383,2009,11,3,9,4,8,32,<1,155,Mimosa eurycarpa,4.3,18.61,1,2,1.67,1.24,,,,,,,,,,,,,,,,,,,,,,,1.24,1.67,0.106188286060596,1061.88286060596,3.39802515393906,32,,,,
SS11-448383,2010,11,3,10,4,8,32,<1,155,Mimosa eurycarpa,4.3,18.61,1,3.2,2.04,1.27,,,,,,,,,,,,,,,,,,,,,,,1.27,2.04,0.14172755295433,1417.2755295433,4.53528169453857,32,,,,
SS11-448390,2003,11,3,3,4,8,32,<1,156,Mimosa eurycarpa,4.42,20,1,0.9,0.5,0.46,0.3,,,,,,,,,,,,,,,,,,,,,,0.3,0.5,0.013538300841564,135.383008415635,0.433225626930032,32,,S,T,
SS11-448390,2004,11,3,4,4,8,32,<1,156,Mimosa eurycarpa,4.42,20,1,0.9,0.66,0.35,0.3,,,,,,,,,,,,,,,,,,,,,,0.3,0.66,0.015906767178059,159.067671780589,0.509016549697886,32,,S,T,
SS11-448390,2005,11,3,5,4,8,32,<1,156,Mimosa eurycarpa,4.42,20,1,0.7,0.55,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.55,0.007424467013367,74.2446701336651,0.237582944427728,32,,S,T,Moribunda
SS11-448390,2006,11,3,6,4,8,32,<1,156,Mimosa eurycarpa,4.42,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,S,T,Moribunda
SS11-448390,2007,11,3,7,4,8,32,<1,156,Mimosa eurycarpa,4.42,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,S,T,
SS11-448390,2008,11,3,8,4,8,32,<1,156,Mimosa eurycarpa,4.42,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS11-448390,2009,11,3,9,4,8,32,<1,156,Mimosa eurycarpa,4.42,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS11-448390,2010,11,3,10,4,8,32,<1,156,Mimosa eurycarpa,4.42,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS12-423434,2003,12,9,9,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,1,1.69,0.91,0.87,,,,,,,,,,,,,,,,,,,,,,,0.87,0.91,0.03890175278078,389.017527807799,1.24485608898496,32,1,R,T,"c/ varios tallos desde la base, varios mtos"
SS12-423434,2004,12,9,10,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,1,2.07,1.07,1.07,,,,,,,,,,,,,,,,,,,,,,,1.07,1.07,0.056200147329609,562.001473296087,1.79840471454748,32,1,R,T,Los tallos gdes son de rebrote
SS12-423434,2005,12,9,11,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,1,2.2,1.2,1.3,0.56,0.81,,,,,,,,,,,,,,,,,,,,,0.56,1.3,0.100621776577516,1006.21776577516,3.21989685048052,32,1,R,T,2 diam ant mtos
SS12-423434,2006,12,9,12,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,1,2.2,1.154,1.065,,,,,,,,,,,,,,,,,,,,,,,1.065,1.154,0.060523297888952,605.232978889521,1.93674553244647,32,1,R,T,
SS12-423434,2007,12,9,13,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,1,2.47,1.09,1.23,,,,,,,,,,,,,,,,,,,,,,,1.09,1.23,0.066292513729266,662.925137292659,2.12136043933651,32,1,R,T,
SS12-423434,2008,12,9,14,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS12-423434,2009,12,9,15,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS12-423434,2010,12,9,16,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS12-423434,2011,12,9,17,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS12-423434,2012,12,9,18,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS12-423434,2013,12,9,19,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,T,
SS12-423434,2014,12,9,20,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS12-423434,2015,12,9,21,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
SS12-423434,2016,12,9,21,4,8,32,<1,20,Mimosa eurycarpa,4.71,6.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,
