"Age","ln.h1","ln.h2","h1","h2","plot","sup","id","Census"
10,NA,1.28093384546206,NA,3.6,4,1,"pABEi110q2",2003
11,1.28093384546206,1.3609765531356,3.6,3.9,4,1,"pABEi110q2",2004
12,1.3609765531356,NA,3.9,NA,4,0,"pABEi110q2",2005
10,NA,1.06471073699243,NA,2.9,4,1,"pABEi112q2",2003
11,1.06471073699243,1.06471073699243,2.9,2.9,4,1,"pABEi112q2",2004
12,1.06471073699243,NA,2.9,NA,4,0,"pABEi112q2",2005
10,NA,1.31372366828506,NA,3.72,4,1,"pABEi113q2",2003
11,1.31372366828506,1.53255686809814,3.72,4.63,4,1,"pABEi113q2",2004
12,1.53255686809814,1.61938824328727,4.63,5.05,4,1,"pABEi113q2",2005
13,1.61938824328727,1.57897870494939,5.05,4.85,4,1,"pABEi113q2",2006
14,1.57897870494939,1.55814461804655,4.85,4.75,4,1,"pABEi113q2",2007
15,1.55814461804655,1.58923520511658,4.75,4.9,4,1,"pABEi113q2",2008
16,1.58923520511658,1.54756250871601,4.9,4.7,4,1,"pABEi113q2",2009
17,1.54756250871601,1.38629436111989,4.7,4,4,1,"pABEi113q2",2010
18,1.38629436111989,1.43508452528932,4,4.2,4,1,"pABEi113q2",2011
19,1.43508452528932,1.52605630349505,4.2,4.6,4,1,"pABEi113q2",2012
20,1.52605630349505,1.50407739677627,4.6,4.5,4,1,"pABEi113q2",2013
21,1.50407739677627,1.51292701205326,4.5,4.54,4,1,"pABEi113q2",2014
22,1.51292701205326,1.5993875765806,4.54,4.95,4,1,"pABEi113q2",2015
23,1.5993875765806,NA,4.95,NA,4,0,"pABEi113q2",2016
10,NA,1.41098697371026,NA,4.1,4,1,"pABEi114q2",2003
11,1.41098697371026,1.43508452528932,4.1,4.2,4,1,"pABEi114q2",2004
12,1.43508452528932,1.32707500145992,4.2,3.77,4,1,"pABEi114q2",2005
13,1.32707500145992,1.43508452528932,3.77,4.2,4,1,"pABEi114q2",2006
14,1.43508452528932,1.44691898293633,4.2,4.25,4,1,"pABEi114q2",2007
15,1.44691898293633,NA,4.25,NA,4,0,"pABEi114q2",2008
10,NA,1.30833281965018,NA,3.7,4,1,"pABEi115q2",2003
11,1.30833281965018,1.35840915763035,3.7,3.89,4,1,"pABEi115q2",2004
12,1.35840915763035,1.43508452528932,3.89,4.2,4,1,"pABEi115q2",2005
13,1.43508452528932,1.45861502269952,4.2,4.3,4,1,"pABEi115q2",2006
14,1.45861502269952,1.39871688111845,4.3,4.05,4,1,"pABEi115q2",2007
15,1.39871688111845,1.41098697371026,4.05,4.1,4,1,"pABEi115q2",2008
16,1.41098697371026,1.1314021114911,4.1,3.1,4,1,"pABEi115q2",2009
17,1.1314021114911,1.22377543162212,3.1,3.4,4,1,"pABEi115q2",2010
18,1.22377543162212,NA,3.4,NA,4,0,"pABEi115q2",2011
10,NA,1.34807314829969,NA,3.85,4,1,"pABEi116q2",2003
11,1.34807314829969,1.3609765531356,3.85,3.9,4,1,"pABEi116q2",2004
12,1.3609765531356,1.47704872438835,3.9,4.38,4,1,"pABEi116q2",2005
13,1.47704872438835,1.58923520511658,4.38,4.9,4,1,"pABEi116q2",2006
14,1.58923520511658,1.49290409617815,4.9,4.45,4,1,"pABEi116q2",2007
15,1.49290409617815,1.49290409617815,4.45,4.45,4,1,"pABEi116q2",2008
16,1.49290409617815,1.50407739677627,4.45,4.5,4,1,"pABEi116q2",2009
17,1.50407739677627,NA,4.5,NA,4,0,"pABEi116q2",2010
10,NA,1.6094379124341,NA,5,4,1,"pABEi118q2",2003
11,1.6094379124341,1.66770682055808,5,5.3,4,1,"pABEi118q2",2004
12,1.66770682055808,1.58923520511658,5.3,4.9,4,1,"pABEi118q2",2005
13,1.58923520511658,1.80828877117927,4.9,6.1,4,1,"pABEi118q2",2006
14,1.80828877117927,1.43508452528932,6.1,4.2,4,1,"pABEi118q2",2007
15,1.43508452528932,1.43508452528932,4.2,4.2,4,1,"pABEi118q2",2008
16,1.43508452528932,1.48160454092422,4.2,4.4,4,1,"pABEi118q2",2009
17,1.48160454092422,1.70474809223843,4.4,5.5,4,1,"pABEi118q2",2010
18,1.70474809223843,1.16315080980568,5.5,3.2,4,1,"pABEi118q2",2011
19,1.16315080980568,0.86288995514704,3.2,2.37,4,1,"pABEi118q2",2012
20,0.86288995514704,0.717839793150317,2.37,2.05,4,1,"pABEi118q2",2013
21,0.717839793150317,NA,2.05,NA,4,0,"pABEi118q2",2014
10,NA,1.41098697371026,NA,4.1,4,1,"pABEi119q1",2003
11,1.41098697371026,1.3609765531356,4.1,3.9,4,1,"pABEi119q1",2004
12,1.3609765531356,1.43031124653666,3.9,4.18,4,1,"pABEi119q1",2005
13,1.43031124653666,1.48160454092422,4.18,4.4,4,1,"pABEi119q1",2006
14,1.48160454092422,1.45861502269952,4.4,4.3,4,1,"pABEi119q1",2007
15,1.45861502269952,1.45861502269952,4.3,4.3,4,1,"pABEi119q1",2008
16,1.45861502269952,1.64865862558738,4.3,5.2,4,1,"pABEi119q1",2009
17,1.64865862558738,1.64865862558738,5.2,5.2,4,1,"pABEi119q1",2010
18,1.64865862558738,1.68639895357023,5.2,5.4,4,1,"pABEi119q1",2011
19,1.68639895357023,1.56861591791385,5.4,4.8,4,1,"pABEi119q1",2012
20,1.56861591791385,1.41585316336144,4.8,4.12,4,1,"pABEi119q1",2013
21,1.41585316336144,1.53471436623816,4.12,4.64,4,1,"pABEi119q1",2014
22,1.53471436623816,NA,4.64,NA,4,0,"pABEi119q1",2015
11,NA,0.765467842139571,NA,2.15,4,1,"pABEi179q3",2004
12,0.765467842139571,NA,2.15,NA,4,0,"pABEi179q3",2005
11,NA,1.75785791755237,NA,5.8,4,1,"pABEi197q3",2004
12,1.75785791755237,1.78842056796254,5.8,5.98,4,1,"pABEi197q3",2005
13,1.78842056796254,1.87946504964716,5.98,6.55,4,1,"pABEi197q3",2006
14,1.87946504964716,1.79175946922805,6.55,6,4,1,"pABEi197q3",2007
15,1.79175946922805,1.79175946922805,6,6,4,1,"pABEi197q3",2008
16,1.79175946922805,1.96009478404727,6,7.1,4,1,"pABEi197q3",2009
17,1.96009478404727,1.97408102602201,7.1,7.2,4,1,"pABEi197q3",2010
18,1.97408102602201,1.91692261218206,7.2,6.8,4,1,"pABEi197q3",2011
19,1.91692261218206,1.87487437593856,6.8,6.52,4,1,"pABEi197q3",2012
20,1.87487437593856,1.97408102602201,6.52,7.2,4,1,"pABEi197q3",2013
21,1.97408102602201,1.74745921033147,7.2,5.74,4,1,"pABEi197q3",2014
22,1.74745921033147,1.80828877117927,5.74,6.1,4,1,"pABEi197q3",2015
23,1.80828877117927,1.83577635464483,6.1,6.27,4,1,"pABEi197q3",2016
10,NA,1.6094379124341,NA,5,4,1,"pABEi1q4",2003
11,1.6094379124341,1.75267208052001,5,5.77,4,1,"pABEi1q4",2004
12,1.75267208052001,1.69561560867515,5.77,5.45,4,1,"pABEi1q4",2005
13,1.69561560867515,1.64865862558738,5.45,5.2,4,1,"pABEi1q4",2006
14,1.64865862558738,1.30833281965018,5.2,3.7,4,1,"pABEi1q4",2007
15,1.30833281965018,1.38629436111989,3.7,4,4,1,"pABEi1q4",2008
16,1.38629436111989,1.39624469197306,4,4.04,4,1,"pABEi1q4",2009
17,1.39624469197306,NA,4.04,NA,4,0,"pABEi1q4",2010
12,NA,1.82454929205105,NA,6.2,4,1,"pABEi203q4",2005
13,1.82454929205105,1.66770682055808,6.2,5.3,4,1,"pABEi203q4",2006
14,1.66770682055808,1.67709656090792,5.3,5.35,4,1,"pABEi203q4",2007
15,1.67709656090792,1.88706964903238,5.35,6.6,4,1,"pABEi203q4",2008
16,1.88706964903238,1.6752256529721,6.6,5.34,4,1,"pABEi203q4",2009
17,1.6752256529721,1.77495235091167,5.34,5.9,4,1,"pABEi203q4",2010
18,1.77495235091167,1.85629799036563,5.9,6.4,4,1,"pABEi203q4",2011
19,1.85629799036563,1.80005827204275,6.4,6.05,4,1,"pABEi203q4",2012
20,1.80005827204275,1.86408013080768,6.05,6.45,4,1,"pABEi203q4",2013
21,1.86408013080768,1.78170913337455,6.45,5.94,4,1,"pABEi203q4",2014
22,1.78170913337455,1.84371920815877,5.94,6.32,4,1,"pABEi203q4",2015
23,1.84371920815877,1.83418018511201,6.32,6.26,4,1,"pABEi203q4",2016
13,NA,1.73165554515835,NA,5.65,4,1,"pABEi219q4",2006
14,1.73165554515835,1.48160454092422,5.65,4.4,4,1,"pABEi219q4",2007
15,1.48160454092422,1.52605630349505,4.4,4.6,4,1,"pABEi219q4",2008
16,1.52605630349505,1.58923520511658,4.6,4.9,4,1,"pABEi219q4",2009
17,1.58923520511658,1.60341984010854,4.9,4.97,4,1,"pABEi219q4",2010
18,1.60341984010854,1.64865862558738,4.97,5.2,4,1,"pABEi219q4",2011
19,1.64865862558738,1.64093657949347,5.2,5.16,4,1,"pABEi219q4",2012
20,1.64093657949347,1.50407739677627,5.16,4.5,4,1,"pABEi219q4",2013
21,1.50407739677627,1.35325450704169,4.5,3.87,4,1,"pABEi219q4",2014
22,1.35325450704169,1.51072193949494,3.87,4.53,4,1,"pABEi219q4",2015
23,1.51072193949494,NA,4.53,NA,4,0,"pABEi219q4",2016
13,NA,1.73165554515835,NA,5.65,4,1,"pABEi223q4",2006
14,1.73165554515835,1.6094379124341,5.65,5,4,1,"pABEi223q4",2007
15,1.6094379124341,1.6094379124341,5,5,4,1,"pABEi223q4",2008
16,1.6094379124341,1.65822807660353,5,5.25,4,1,"pABEi223q4",2009
17,1.65822807660353,1.68454538492091,5.25,5.39,4,1,"pABEi223q4",2010
18,1.68454538492091,1.54756250871601,5.39,4.7,4,1,"pABEi223q4",2011
19,1.54756250871601,1.44926916028128,4.7,4.26,4,1,"pABEi223q4",2012
20,1.44926916028128,1.40854497005471,4.26,4.09,4,1,"pABEi223q4",2013
21,1.40854497005471,1.51512723296286,4.09,4.55,4,1,"pABEi223q4",2014
22,1.51512723296286,1.54756250871601,4.55,4.7,4,1,"pABEi223q4",2015
23,1.54756250871601,1.62924053973028,4.7,5.1,4,1,"pABEi223q4",2016
14,NA,1.53686721959926,NA,4.65,4,1,"pABEi227q2",2007
15,1.53686721959926,1.64865862558738,4.65,5.2,4,1,"pABEi227q2",2008
16,1.64865862558738,1.62924053973028,5.2,5.1,4,1,"pABEi227q2",2009
17,1.62924053973028,1.57897870494939,5.1,4.85,4,1,"pABEi227q2",2010
18,1.57897870494939,1.70474809223843,4.85,5.5,4,1,"pABEi227q2",2011
19,1.70474809223843,1.68639895357023,5.5,5.4,4,1,"pABEi227q2",2012
20,1.68639895357023,1.38879124131848,5.4,4.01,4,1,"pABEi227q2",2013
21,1.38879124131848,1.14422279992016,4.01,3.14,4,1,"pABEi227q2",2014
22,1.14422279992016,1.3609765531356,3.14,3.9,4,1,"pABEi227q2",2015
23,1.3609765531356,0.955511445027436,3.9,2.6,4,1,"pABEi227q2",2016
10,NA,1.17865499634165,NA,3.25,4,1,"pABEi23q2",2003
11,1.17865499634165,1.24990173621434,3.25,3.49,4,1,"pABEi23q2",2004
12,1.24990173621434,1.42791603581071,3.49,4.17,4,1,"pABEi23q2",2005
13,1.42791603581071,1.3609765531356,4.17,3.9,4,1,"pABEi23q2",2006
14,1.3609765531356,1.48160454092422,3.9,4.4,4,1,"pABEi23q2",2007
15,1.48160454092422,1.48160454092422,4.4,4.4,4,1,"pABEi23q2",2008
16,1.48160454092422,1.51732262352629,4.4,4.56,4,1,"pABEi23q2",2009
17,1.51732262352629,1.56861591791385,4.56,4.8,4,1,"pABEi23q2",2010
18,1.56861591791385,1.6094379124341,4.8,5,4,1,"pABEi23q2",2011
19,1.6094379124341,1.62924053973028,5,5.1,4,1,"pABEi23q2",2012
20,1.62924053973028,1.84054963339749,5.1,6.3,4,1,"pABEi23q2",2013
21,1.84054963339749,1.81156209652423,6.3,6.12,4,1,"pABEi23q2",2014
22,1.81156209652423,1.75958057086382,6.12,5.81,4,1,"pABEi23q2",2015
23,1.75958057086382,1.708377860289,5.81,5.52,4,1,"pABEi23q2",2016
10,NA,1.06471073699243,NA,2.9,4,1,"pABEi24q2",2003
11,1.06471073699243,1.11514159061932,2.9,3.05,4,1,"pABEi24q2",2004
12,1.11514159061932,1.19392246847243,3.05,3.3,4,1,"pABEi24q2",2005
13,1.19392246847243,1.22377543162212,3.3,3.4,4,1,"pABEi24q2",2006
14,1.22377543162212,1.54756250871601,3.4,4.7,4,1,"pABEi24q2",2007
15,1.54756250871601,1.19392246847243,4.7,3.3,4,1,"pABEi24q2",2008
16,1.19392246847243,1.28093384546206,3.3,3.6,4,1,"pABEi24q2",2009
17,1.28093384546206,1.28093384546206,3.6,3.6,4,1,"pABEi24q2",2010
18,1.28093384546206,1.06471073699243,3.6,2.9,4,1,"pABEi24q2",2011
19,1.06471073699243,1.00430160919687,2.9,2.73,4,1,"pABEi24q2",2012
20,1.00430160919687,0.727548607277278,2.73,2.07,4,1,"pABEi24q2",2013
21,0.727548607277278,1.1314021114911,2.07,3.1,4,1,"pABEi24q2",2014
22,1.1314021114911,0.832909122935104,3.1,2.3,4,1,"pABEi24q2",2015
23,0.832909122935104,0.8754687373539,2.3,2.4,4,1,"pABEi24q2",2016
10,NA,0.896088024556636,NA,2.45,4,1,"pABEi25q2",2003
11,0.896088024556636,NA,2.45,NA,4,0,"pABEi25q2",2004
10,NA,1.17865499634165,NA,3.25,4,1,"pABEi27q2",2003
11,1.17865499634165,1.18478998490916,3.25,3.27,4,1,"pABEi27q2",2004
12,1.18478998490916,1.14740245283754,3.27,3.15,4,1,"pABEi27q2",2005
13,1.14740245283754,1.16315080980568,3.15,3.2,4,1,"pABEi27q2",2006
14,1.16315080980568,0.559615787935423,3.2,1.75,4,1,"pABEi27q2",2007
15,0.559615787935423,NA,1.75,NA,4,0,"pABEi27q2",2008
10,NA,1.02961941718116,NA,2.8,4,1,"pABEi28q2",2003
11,1.02961941718116,0.955511445027436,2.8,2.6,4,1,"pABEi28q2",2004
12,0.955511445027436,1.01160091167848,2.6,2.75,4,1,"pABEi28q2",2005
13,1.01160091167848,0.936093359170335,2.75,2.55,4,1,"pABEi28q2",2006
14,0.936093359170335,0.587786664902119,2.55,1.8,4,1,"pABEi28q2",2007
15,0.587786664902119,NA,1.8,NA,4,0,"pABEi28q2",2008
10,NA,1.12167756159911,NA,3.07,4,1,"pABEi30q2",2003
11,1.12167756159911,1.09861228866811,3.07,3,4,1,"pABEi30q2",2004
12,1.09861228866811,1.09861228866811,3,3,4,1,"pABEi30q2",2005
13,1.09861228866811,1.11514159061932,3,3.05,4,1,"pABEi30q2",2006
14,1.11514159061932,1.01160091167848,3.05,2.75,4,1,"pABEi30q2",2007
15,1.01160091167848,1.01160091167848,2.75,2.75,4,1,"pABEi30q2",2008
16,1.01160091167848,1.25276296849537,2.75,3.5,4,1,"pABEi30q2",2009
17,1.25276296849537,NA,3.5,NA,4,0,"pABEi30q2",2010
10,NA,1.57897870494939,NA,4.85,4,1,"pABEi31q2",2003
11,1.57897870494939,1.66770682055808,4.85,5.3,4,1,"pABEi31q2",2004
12,1.66770682055808,1.65441127807683,5.3,5.23,4,1,"pABEi31q2",2005
13,1.65441127807683,1.69561560867515,5.23,5.45,4,1,"pABEi31q2",2006
14,1.69561560867515,1.66770682055808,5.45,5.3,4,1,"pABEi31q2",2007
15,1.66770682055808,1.70474809223843,5.3,5.5,4,1,"pABEi31q2",2008
16,1.70474809223843,1.68639895357023,5.5,5.4,4,1,"pABEi31q2",2009
17,1.68639895357023,1.60743590976343,5.4,4.99,4,1,"pABEi31q2",2010
18,1.60743590976343,1.80828877117927,4.99,6.1,4,1,"pABEi31q2",2011
19,1.80828877117927,1.78170913337455,6.1,5.94,4,1,"pABEi31q2",2012
20,1.78170913337455,1.7404661748405,5.94,5.7,4,1,"pABEi31q2",2013
21,1.7404661748405,1.74396880539171,5.7,5.72,4,1,"pABEi31q2",2014
22,1.74396880539171,1.70110510095992,5.72,5.48,4,1,"pABEi31q2",2015
23,1.70110510095992,NA,5.48,NA,4,0,"pABEi31q2",2016
10,NA,1.28093384546206,NA,3.6,4,1,"pABEi39q4",2003
11,1.28093384546206,1.63119940421561,3.6,5.11,4,1,"pABEi39q4",2004
12,1.63119940421561,1.39871688111845,5.11,4.05,4,1,"pABEi39q4",2005
13,1.39871688111845,1.56861591791385,4.05,4.8,4,1,"pABEi39q4",2006
14,1.56861591791385,1.49290409617815,4.8,4.45,4,1,"pABEi39q4",2007
15,1.49290409617815,1.41098697371026,4.45,4.1,4,1,"pABEi39q4",2008
16,1.41098697371026,1.42069578783722,4.1,4.14,4,1,"pABEi39q4",2009
17,1.42069578783722,1.62924053973028,4.14,5.1,4,1,"pABEi39q4",2010
18,1.62924053973028,1.45861502269952,5.1,4.3,4,1,"pABEi39q4",2011
19,1.45861502269952,1.54756250871601,4.3,4.7,4,1,"pABEi39q4",2012
20,1.54756250871601,1.22377543162212,4.7,3.4,4,1,"pABEi39q4",2013
21,1.22377543162212,1.39871688111845,3.4,4.05,4,1,"pABEi39q4",2014
22,1.39871688111845,1.36863942588117,4.05,3.93,4,1,"pABEi39q4",2015
23,1.36863942588117,1.41342302850814,3.93,4.11,4,1,"pABEi39q4",2016
10,NA,1.35325450704169,NA,3.87,4,1,"pABEi3q3",2003
11,1.35325450704169,1.7404661748405,3.87,5.7,4,1,"pABEi3q3",2004
12,1.7404661748405,1.56861591791385,5.7,4.8,4,1,"pABEi3q3",2005
13,1.56861591791385,1.52605630349505,4.8,4.6,4,1,"pABEi3q3",2006
14,1.52605630349505,1.52605630349505,4.6,4.6,4,1,"pABEi3q3",2007
15,1.52605630349505,1.6094379124341,4.6,5,4,1,"pABEi3q3",2008
16,1.6094379124341,1.69561560867515,5,5.45,4,1,"pABEi3q3",2009
17,1.69561560867515,1.7404661748405,5.45,5.7,4,1,"pABEi3q3",2010
18,1.7404661748405,1.68639895357023,5.7,5.4,4,1,"pABEi3q3",2011
19,1.68639895357023,1.58923520511658,5.4,4.9,4,1,"pABEi3q3",2012
20,1.58923520511658,1.43508452528932,4.9,4.2,4,1,"pABEi3q3",2013
21,1.43508452528932,1.43983512804792,4.2,4.22,4,1,"pABEi3q3",2014
22,1.43983512804792,1.09861228866811,4.22,3,4,1,"pABEi3q3",2015
23,1.09861228866811,1.48160454092422,3,4.4,4,1,"pABEi3q3",2016
10,NA,1.32707500145992,NA,3.77,4,1,"pABEi48q1",2003
11,1.32707500145992,1.4036429994545,3.77,4.07,4,1,"pABEi48q1",2004
12,1.4036429994545,1.3787660946991,4.07,3.97,4,1,"pABEi48q1",2005
13,1.3787660946991,1.45861502269952,3.97,4.3,4,1,"pABEi48q1",2006
14,1.45861502269952,1.37371557891303,4.3,3.95,4,1,"pABEi48q1",2007
15,1.37371557891303,1.38629436111989,3.95,4,4,1,"pABEi48q1",2008
16,1.38629436111989,1.37371557891303,4,3.95,4,1,"pABEi48q1",2009
17,1.37371557891303,1.37371557891303,3.95,3.95,4,1,"pABEi48q1",2010
18,1.37371557891303,NA,3.95,NA,4,0,"pABEi48q1",2011
10,NA,1.48160454092422,NA,4.4,4,1,"pABEi50q1",2003
11,1.48160454092422,1.61938824328727,4.4,5.05,4,1,"pABEi50q1",2004
12,1.61938824328727,1.64865862558738,5.05,5.2,4,1,"pABEi50q1",2005
13,1.64865862558738,1.3609765531356,5.2,3.9,4,1,"pABEi50q1",2006
14,1.3609765531356,1.51512723296286,3.9,4.55,4,1,"pABEi50q1",2007
15,1.51512723296286,1.5993875765806,4.55,4.95,4,1,"pABEi50q1",2008
16,1.5993875765806,1.6467336971778,4.95,5.19,4,1,"pABEi50q1",2009
17,1.6467336971778,1.43508452528932,5.19,4.2,4,1,"pABEi50q1",2010
18,1.43508452528932,NA,4.2,NA,4,0,"pABEi50q1",2011
10,NA,1.56861591791385,NA,4.8,4,1,"pABEi52q1",2003
11,1.56861591791385,1.63899671467564,4.8,5.15,4,1,"pABEi52q1",2004
12,1.63899671467564,1.6094379124341,5.15,5,4,1,"pABEi52q1",2005
13,1.6094379124341,1.54756250871601,5,4.7,4,1,"pABEi52q1",2006
14,1.54756250871601,1.67709656090792,4.7,5.35,4,1,"pABEi52q1",2007
15,1.67709656090792,1.75785791755237,5.35,5.8,4,1,"pABEi52q1",2008
16,1.75785791755237,1.6752256529721,5.8,5.34,4,1,"pABEi52q1",2009
17,1.6752256529721,1.7227665977411,5.34,5.6,4,1,"pABEi52q1",2010
18,1.7227665977411,1.87180217690159,5.6,6.5,4,1,"pABEi52q1",2011
19,1.87180217690159,1.97408102602201,6.5,7.2,4,1,"pABEi52q1",2012
20,1.97408102602201,2.00148000021012,7.2,7.4,4,1,"pABEi52q1",2013
21,2.00148000021012,1.97408102602201,7.4,7.2,4,1,"pABEi52q1",2014
22,1.97408102602201,1.96009478404727,7.2,7.1,4,1,"pABEi52q1",2015
23,1.96009478404727,1.96711235670592,7.1,7.15,4,1,"pABEi52q1",2016
10,NA,1.33500106673234,NA,3.8,4,1,"pABEi55q1",2003
11,1.33500106673234,1.49065437644413,3.8,4.44,4,1,"pABEi55q1",2004
12,1.49065437644413,1.57897870494939,4.44,4.85,4,1,"pABEi55q1",2005
13,1.57897870494939,1.66770682055808,4.85,5.3,4,1,"pABEi55q1",2006
14,1.66770682055808,1.51512723296286,5.3,4.55,4,1,"pABEi55q1",2007
15,1.51512723296286,1.45861502269952,4.55,4.3,4,1,"pABEi55q1",2008
16,1.45861502269952,1.62334081760309,4.3,5.07,4,1,"pABEi55q1",2009
17,1.62334081760309,1.6094379124341,5.07,5,4,1,"pABEi55q1",2010
18,1.6094379124341,1.48160454092422,5,4.4,4,1,"pABEi55q1",2011
19,1.48160454092422,1.57277392806251,4.4,4.82,4,1,"pABEi55q1",2012
20,1.57277392806251,1.54756250871601,4.82,4.7,4,1,"pABEi55q1",2013
21,1.54756250871601,1.4747630091075,4.7,4.37,4,1,"pABEi55q1",2014
22,1.4747630091075,1.57897870494939,4.37,4.85,4,1,"pABEi55q1",2015
23,1.57897870494939,NA,4.85,NA,4,0,"pABEi55q1",2016
10,NA,1.30833281965018,NA,3.7,4,1,"pABEi56q1",2003
11,1.30833281965018,1.35325450704169,3.7,3.87,4,1,"pABEi56q1",2004
12,1.35325450704169,1.2947271675944,3.87,3.65,4,1,"pABEi56q1",2005
13,1.2947271675944,1.28093384546206,3.65,3.6,4,1,"pABEi56q1",2006
14,1.28093384546206,1.33500106673234,3.6,3.8,4,1,"pABEi56q1",2007
15,1.33500106673234,1.3609765531356,3.8,3.9,4,1,"pABEi56q1",2008
16,1.3609765531356,1.31372366828506,3.9,3.72,4,1,"pABEi56q1",2009
17,1.31372366828506,1.48160454092422,3.72,4.4,4,1,"pABEi56q1",2010
18,1.48160454092422,1.1314021114911,4.4,3.1,4,1,"pABEi56q1",2011
19,1.1314021114911,1.06471073699243,3.1,2.9,4,1,"pABEi56q1",2012
20,1.06471073699243,NA,2.9,NA,4,0,"pABEi56q1",2013
10,NA,1.26694760348732,NA,3.55,4,1,"pABEi57q1",2003
11,1.26694760348732,1.5993875765806,3.55,4.95,4,1,"pABEi57q1",2004
12,1.5993875765806,1.50407739677627,4.95,4.5,4,1,"pABEi57q1",2005
13,1.50407739677627,1.30833281965018,4.5,3.7,4,1,"pABEi57q1",2006
14,1.30833281965018,1.33500106673234,3.7,3.8,4,1,"pABEi57q1",2007
15,1.33500106673234,1.43508452528932,3.8,4.2,4,1,"pABEi57q1",2008
16,1.43508452528932,1.29198368164865,4.2,3.64,4,1,"pABEi57q1",2009
17,1.29198368164865,1.29198368164865,3.64,3.64,4,1,"pABEi57q1",2010
18,1.29198368164865,NA,3.64,NA,4,0,"pABEi57q1",2011
10,NA,1.51292701205326,NA,4.54,4,1,"pABEi67q4",2003
11,1.51292701205326,1.57691472072854,4.54,4.84,4,1,"pABEi67q4",2004
12,1.57691472072854,1.69377906086785,4.84,5.44,4,1,"pABEi67q4",2005
13,1.69377906086785,1.68639895357023,5.44,5.4,4,1,"pABEi67q4",2006
14,1.68639895357023,1.64865862558738,5.4,5.2,4,1,"pABEi67q4",2007
15,1.64865862558738,1.68639895357023,5.2,5.4,4,1,"pABEi67q4",2008
16,1.68639895357023,1.66959183525385,5.4,5.31,4,1,"pABEi67q4",2009
17,1.66959183525385,1.70474809223843,5.31,5.5,4,1,"pABEi67q4",2010
18,1.70474809223843,1.6094379124341,5.5,5,4,1,"pABEi67q4",2011
19,1.6094379124341,1.64093657949347,5,5.16,4,1,"pABEi67q4",2012
20,1.64093657949347,1.60140574073684,5.16,4.96,4,1,"pABEi67q4",2013
21,1.60140574073684,1.55180879959746,4.96,4.72,4,1,"pABEi67q4",2014
22,1.55180879959746,1.54756250871601,4.72,4.7,4,1,"pABEi67q4",2015
23,1.54756250871601,1.24415459395877,4.7,3.47,4,1,"pABEi67q4",2016
10,NA,1.43983512804792,NA,4.22,4,1,"pABEi68q4",2003
11,1.43983512804792,1.45161382724053,4.22,4.27,4,1,"pABEi68q4",2004
12,1.45161382724053,1.66770682055808,4.27,5.3,4,1,"pABEi68q4",2005
13,1.66770682055808,1.62924053973028,5.3,5.1,4,1,"pABEi68q4",2006
14,1.62924053973028,1.61938824328727,5.1,5.05,4,1,"pABEi68q4",2007
15,1.61938824328727,1.61938824328727,5.05,5.05,4,1,"pABEi68q4",2008
16,1.61938824328727,1.7404661748405,5.05,5.7,4,1,"pABEi68q4",2009
17,1.7404661748405,1.68082790852077,5.7,5.37,4,1,"pABEi68q4",2010
18,1.68082790852077,1.38629436111989,5.37,4,4,1,"pABEi68q4",2011
19,1.38629436111989,1.41098697371026,4,4.1,4,1,"pABEi68q4",2012
20,1.41098697371026,1.3787660946991,4.1,3.97,4,1,"pABEi68q4",2013
21,1.3787660946991,1.16938135955632,3.97,3.22,4,1,"pABEi68q4",2014
22,1.16938135955632,1.22377543162212,3.22,3.4,4,1,"pABEi68q4",2015
23,1.22377543162212,NA,3.4,NA,4,0,"pABEi68q4",2016
10,NA,1.23547147138531,NA,3.44,4,1,"pABEi69q3",2003
11,1.23547147138531,1.23547147138531,3.44,3.44,4,1,"pABEi69q3",2004
12,1.23547147138531,1.29198368164865,3.44,3.64,4,1,"pABEi69q3",2005
13,1.29198368164865,1.22377543162212,3.64,3.4,4,1,"pABEi69q3",2006
14,1.22377543162212,NA,3.4,NA,4,0,"pABEi69q3",2007
10,NA,0.717839793150317,NA,2.05,4,1,"pABEi70q3",2003
11,0.717839793150317,1.3609765531356,2.05,3.9,4,1,"pABEi70q3",2004
12,1.3609765531356,NA,3.9,NA,4,0,"pABEi70q3",2005
10,NA,1.23547147138531,NA,3.44,4,1,"pABEi71q3",2003
11,1.23547147138531,1.26412672714568,3.44,3.54,4,1,"pABEi71q3",2004
12,1.26412672714568,1.39128190263093,3.54,4.02,4,1,"pABEi71q3",2005
13,1.39128190263093,NA,4.02,NA,4,0,"pABEi71q3",2006
10,NA,1.19392246847243,NA,3.3,4,1,"pABEi72q3",2003
11,1.19392246847243,1.19392246847243,3.3,3.3,4,1,"pABEi72q3",2004
12,1.19392246847243,NA,3.3,NA,4,0,"pABEi72q3",2005
10,NA,1.44456326924387,NA,4.24,4,1,"pABEi73q3",2003
11,1.44456326924387,1.46787434811231,4.24,4.34,4,1,"pABEi73q3",2004
12,1.46787434811231,1.62531126159039,4.34,5.08,4,1,"pABEi73q3",2005
13,1.62531126159039,1.68639895357023,5.08,5.4,4,1,"pABEi73q3",2006
14,1.68639895357023,1.49290409617815,5.4,4.45,4,1,"pABEi73q3",2007
15,1.49290409617815,1.49290409617815,4.45,4.45,4,1,"pABEi73q3",2008
16,1.49290409617815,1.71379792775834,4.45,5.55,4,1,"pABEi73q3",2009
