"ln.h1","ln.h2","sup","Age","plot","id","Census","h1","h2"
0.336472236621213,0.405465108108164,1,7,14,"p14i481",2009,1.4,1.5
0.405465108108164,NA,0,8,14,"p14i481",2010,1.5,NA
NA,-0.287682072451781,1,1,14,"p14i53",2003,NA,0.75
-0.287682072451781,0.641853886172395,1,2,14,"p14i53",2004,0.75,1.9
0.641853886172395,0.667829372575655,1,3,14,"p14i53",2005,1.9,1.95
0.667829372575655,0.693147180559945,1,4,14,"p14i53",2006,1.95,2
0.693147180559945,0.896088024556636,1,5,14,"p14i53",2007,2,2.45
0.896088024556636,1.04380405217311,1,6,14,"p14i53",2008,2.45,2.84
1.04380405217311,NA,0,7,14,"p14i53",2009,2.84,NA
NA,-0.162518929497775,1,1,14,"p14i54",2003,NA,0.85
-0.162518929497775,0.470003629245736,1,2,14,"p14i54",2004,0.85,1.6
0.470003629245736,0.524728528934982,1,3,14,"p14i54",2005,1.6,1.69
0.524728528934982,0.53062825106217,1,4,14,"p14i54",2006,1.69,1.7
0.53062825106217,0.85015092936961,1,5,14,"p14i54",2007,1.7,2.34
0.85015092936961,NA,0,6,14,"p14i54",2008,2.34,NA
NA,0.322083499169113,1,3,14,"p14i546",2005,NA,1.38
0.322083499169113,-0.127833371509885,1,4,14,"p14i546",2006,1.38,0.88
-0.127833371509885,NA,0,5,14,"p14i546",2007,0.88,NA
NA,0.262364264467491,1,1,14,"p14i57",2003,NA,1.3
0.262364264467491,0.916290731874155,1,2,14,"p14i57",2004,1.3,2.5
0.916290731874155,0.78845736036427,1,3,14,"p14i57",2005,2.5,2.2
0.78845736036427,0.974559639998131,1,4,14,"p14i57",2006,2.2,2.65
0.974559639998131,1.04731899428056,1,5,14,"p14i57",2007,2.65,2.85
1.04731899428056,1.04731899428056,1,6,14,"p14i57",2008,2.85,2.85
1.04731899428056,1.17865499634165,1,7,14,"p14i57",2009,2.85,3.25
1.17865499634165,1.30833281965018,1,8,14,"p14i57",2010,3.25,3.7
1.30833281965018,NA,0,9,14,"p14i57",NA,3.7,NA
NA,-0.27443684570176,1,1,14,"p14i6",2003,NA,0.76
-0.27443684570176,0.518793793415168,1,2,14,"p14i6",2004,0.76,1.68
0.518793793415168,0.587786664902119,1,3,14,"p14i6",2005,1.68,1.8
0.587786664902119,0.641853886172395,1,4,14,"p14i6",2006,1.8,1.9
0.641853886172395,0.78845736036427,1,5,14,"p14i6",2007,1.9,2.2
0.78845736036427,NA,0,6,14,"p14i6",2008,2.2,NA
NA,0.0676586484738149,1,1,14,"p14i60",2003,NA,1.07
0.0676586484738149,0.598836501088704,1,2,14,"p14i60",2004,1.07,1.82
0.598836501088704,0.667829372575655,1,3,14,"p14i60",2005,1.82,1.95
0.667829372575655,0.667829372575655,1,4,14,"p14i60",2006,1.95,1.95
0.667829372575655,1.01160091167848,1,5,14,"p14i60",2007,1.95,2.75
1.01160091167848,1.07500242302898,1,6,14,"p14i60",2008,2.75,2.93
1.07500242302898,1.30833281965018,1,7,14,"p14i60",2009,2.93,3.7
1.30833281965018,1.30833281965018,1,8,14,"p14i60",2010,3.7,3.7
1.30833281965018,1.33500106673234,1,9,14,"p14i60",2011,3.7,3.8
1.33500106673234,1.28093384546206,1,10,14,"p14i60",2012,3.8,3.6
1.28093384546206,NA,0,11,14,"p14i60",2013,3.6,NA
NA,-0.82098055206983,1,1,14,"p14i7",2003,NA,0.44
-0.82098055206983,-0.385662480811985,1,2,14,"p14i7",2004,0.44,0.68
-0.385662480811985,-0.579818495252942,1,3,14,"p14i7",2005,0.68,0.56
-0.579818495252942,NA,0,4,14,"p14i7",2006,0.56,NA
NA,-0.3147107448397,1,1,14,"p14i8",2003,NA,0.73
-0.3147107448397,0.536493370514568,1,2,14,"p14i8",2004,0.73,1.71
0.536493370514568,0.559615787935423,1,3,14,"p14i8",2005,1.71,1.75
0.559615787935423,0.615185639090233,1,4,14,"p14i8",2006,1.75,1.85
0.615185639090233,0.936093359170335,1,5,14,"p14i8",2007,1.85,2.55
0.936093359170335,NA,0,6,14,"p14i8",2008,2.55,NA
NA,-0.3147107448397,1,1,14,"p14i89",2003,NA,0.73
-0.3147107448397,0.405465108108164,1,2,14,"p14i89",2004,0.73,1.5
0.405465108108164,0.559615787935423,1,3,14,"p14i89",2005,1.5,1.75
0.559615787935423,0.806475865866949,1,4,14,"p14i89",2006,1.75,2.24
0.806475865866949,0.916290731874155,1,5,14,"p14i89",2007,2.24,2.5
0.916290731874155,0.916290731874155,1,6,14,"p14i89",2008,2.5,2.5
0.916290731874155,1.14740245283754,1,7,14,"p14i89",2009,2.5,3.15
1.14740245283754,1.22377543162212,1,8,14,"p14i89",2010,3.15,3.4
1.22377543162212,NA,0,9,14,"p14i89",NA,3.4,NA
NA,-0.198450938723838,1,1,14,"p14i90",2003,NA,0.82
-0.198450938723838,0.29266961396282,1,2,14,"p14i90",2004,0.82,1.34
0.29266961396282,0.53062825106217,1,3,14,"p14i90",2005,1.34,1.7
0.53062825106217,0.802001585472027,1,4,14,"p14i90",2006,1.7,2.23
0.802001585472027,0.993251773010283,1,5,14,"p14i90",2007,2.23,2.7
0.993251773010283,1.06471073699243,1,6,14,"p14i90",2008,2.7,2.9
1.06471073699243,1.19392246847243,1,7,14,"p14i90",2009,2.9,3.3
1.19392246847243,1.25276296849537,1,8,14,"p14i90",2010,3.3,3.5
1.25276296849537,1.25276296849537,1,9,14,"p14i90",2011,3.5,3.5
1.25276296849537,NA,0,10,14,"p14i90",NA,3.5,NA
NA,0.131028262406404,1,1,14,"p14i98",2003,NA,1.14
0.131028262406404,0.896088024556636,1,2,14,"p14i98",2004,1.14,2.45
0.896088024556636,0.8754687373539,1,3,14,"p14i98",2005,2.45,2.4
0.8754687373539,0.993251773010283,1,4,14,"p14i98",2006,2.4,2.7
0.993251773010283,1.19392246847243,1,5,14,"p14i98",2007,2.7,3.3
1.19392246847243,1.19392246847243,1,6,14,"p14i98",2008,3.3,3.3
1.19392246847243,1.30833281965018,1,7,14,"p14i98",2009,3.3,3.7
1.30833281965018,1.52605630349505,1,8,14,"p14i98",2010,3.7,4.6
1.52605630349505,1.52605630349505,1,9,14,"p14i98",2011,4.6,4.6
1.52605630349505,NA,0,10,14,"p14i98",NA,4.6,NA
NA,1.22671229129543,1,11,14,"p14iJ32",2013,NA,3.41
1.22671229129543,NA,1,12,14,"p14iJ32",2014,3.41,NA
NA,NA,1,12,14,"p14iJ32",2015,NA,NA
NA,NA,1,14,14,"p14iJ32",2016,NA,NA
NA,NA,0,15,14,"p14iJ32",NA,NA,NA
NA,-1.04982212449868,1,14,14,"p14iX138",2016,NA,0.35
-1.04982212449868,NA,0,15,14,"p14iX138",NA,0.35,NA
NA,0.832909122935104,1,7,15,"p15i165",2003,NA,2.3
0.832909122935104,0.756121979721334,1,8,15,"p15i165",2004,2.3,2.13
0.756121979721334,0.378436435720245,1,9,15,"p15i165",2005,2.13,1.46
0.378436435720245,0.300104592450338,1,10,15,"p15i165",2006,1.46,1.35
0.300104592450338,NA,0,11,15,"p15i165",2007,1.35,NA
NA,-1.20397280432594,1,10,15,"p15i333",2006,NA,0.3
-1.20397280432594,NA,0,11,15,"p15i333",2007,0.3,NA
NA,0.122217632724249,1,14,15,"p15iU99",2010,NA,1.13
0.122217632724249,0.157003748809665,1,15,15,"p15iU99",2011,1.13,1.17
0.157003748809665,NA,0,16,15,"p15iU99",2012,1.17,NA
NA,-1.20397280432594,1,63,16,"p16i268 Mimosa",2006,NA,0.3
-1.20397280432594,-1.20397280432594,1,64,16,"p16i268 Mimosa",2007,0.3,0.3
-1.20397280432594,NA,0,65,16,"p16i268 Mimosa",2008,0.3,NA
NA,-1.20397280432594,1,63,16,"p16i269 Mimosa",2006,NA,0.3
-1.20397280432594,-1.04982212449868,1,64,16,"p16i269 Mimosa",2007,0.3,0.35
-1.04982212449868,NA,1,65,16,"p16i269 Mimosa",2008,0.35,NA
NA,NA,0,66,16,"p16i269 Mimosa",2009,NA,NA
NA,-0.616186139423817,1,61,17,"p17iU129",2010,NA,0.54
-0.616186139423817,NA,0,62,17,"p17iU129",2011,0.54,NA
NA,-0.843970070294529,1,61,17,"p17iU134",2010,NA,0.43
-0.843970070294529,NA,0,62,17,"p17iU134",NA,0.43,NA
NA,0.482426149244293,1,23,2,"p2i137",2003,NA,1.62
0.482426149244293,0.518793793415168,1,24,2,"p2i137",2004,1.62,1.68
0.518793793415168,0.65232518603969,1,25,2,"p2i137",2005,1.68,1.92
0.65232518603969,0.488580014818671,1,26,2,"p2i137",2006,1.92,1.63
0.488580014818671,0.53062825106217,1,27,2,"p2i137",2007,1.63,1.7
0.53062825106217,0.741937344729377,1,28,2,"p2i137",2008,1.7,2.1
0.741937344729377,0.802001585472027,1,29,2,"p2i137",2009,2.1,2.23
0.802001585472027,NA,0,30,2,"p2i137",2010,2.23,NA
NA,-0.693147180559945,1,25,2,"p2i212",2005,NA,0.5
-0.693147180559945,-0.616186139423817,1,26,2,"p2i212",2006,0.5,0.54
-0.616186139423817,-0.0943106794712413,1,27,2,"p2i212",2007,0.54,0.91
-0.0943106794712413,-0.0725706928348354,1,28,2,"p2i212",2008,0.91,0.93
-0.0725706928348354,0.2390169004705,1,29,2,"p2i212",2009,0.93,1.27
0.2390169004705,0.254642218373581,1,30,2,"p2i212",2010,1.27,1.29
0.254642218373581,0.22314355131421,1,31,2,"p2i212",2011,1.29,1.25
0.22314355131421,0,1,32,2,"p2i212",2012,1.25,1
0,NA,0,33,2,"p2i212",2013,1,NA
NA,-0.673344553263766,1,25,2,"p2i214",2005,NA,0.51
-0.673344553263766,-0.49429632181478,1,26,2,"p2i214",2006,0.51,0.61
-0.49429632181478,-0.342490308946776,1,27,2,"p2i214",2007,0.61,0.71
-0.342490308946776,-0.301105092783922,1,28,2,"p2i214",2008,0.71,0.74
-0.301105092783922,NA,0,29,2,"p2i214",2009,0.74,NA
NA,0.683096844706444,1,26,2,"p2i263",2006,NA,1.98
0.683096844706444,NA,0,27,2,"p2i263",2007,1.98,NA
NA,0.78845736036427,1,23,2,"p2i6",2003,NA,2.2
0.78845736036427,0.73716406597672,1,24,2,"p2i6",2004,2.2,2.09
0.73716406597672,0.482426149244293,1,25,2,"p2i6",2005,2.09,1.62
0.482426149244293,0.444685821261446,1,26,2,"p2i6",2006,1.62,1.56
0.444685821261446,0.797507195884188,1,27,2,"p2i6",2007,1.56,2.22
0.797507195884188,0.916290731874155,1,28,2,"p2i6",2008,2.22,2.5
0.916290731874155,1.13783300182139,1,29,2,"p2i6",2009,2.5,3.12
1.13783300182139,1.02961941718116,1,30,2,"p2i6",2010,3.12,2.8
1.02961941718116,NA,0,31,2,"p2i6",2011,2.8,NA
NA,0.576613364303994,1,10,4,"p4i7",2003,NA,1.78
0.576613364303994,0.570979546585738,1,11,4,"p4i7",2004,1.78,1.77
0.570979546585738,0.693147180559945,1,12,4,"p4i7",2005,1.77,2
0.693147180559945,0.703097511413113,1,13,4,"p4i7",2006,2,2.02
0.703097511413113,0.65232518603969,1,14,4,"p4i7",2007,2.02,1.92
0.65232518603969,0.470003629245736,1,15,4,"p4i7",2008,1.92,1.6
0.470003629245736,0.576613364303994,1,16,4,"p4i7",2009,1.6,1.78
0.576613364303994,NA,0,16,4,"p4i7",2010,1.78,NA
NA,-0.843970070294529,1,16,4,"p4iU4",2010,NA,0.43
-0.843970070294529,NA,0,18,4,"p4iU4",2011,0.43,NA
NA,-0.510825623765991,1,19,6,"p6i411",2004,NA,0.6
-0.510825623765991,-0.49429632181478,1,20,6,"p6i411",2005,0.6,0.61
-0.49429632181478,-0.510825623765991,1,21,6,"p6i411",2006,0.61,0.6
-0.510825623765991,-0.198450938723838,1,22,6,"p6i411",2007,0.6,0.82
-0.198450938723838,-0.198450938723838,1,23,6,"p6i411",2008,0.82,0.82
-0.198450938723838,NA,0,24,6,"p6i411",2009,0.82,NA
NA,-1.20397280432594,1,31,6,"p6iX191",2016,NA,0.3
-1.20397280432594,NA,0,32,6,"p6iX191",NA,0.3,NA
NA,-1.04982212449868,1,31,6,"p6iX192",2016,NA,0.35
-1.04982212449868,NA,0,32,6,"p6iX192",NA,0.35,NA
NA,-0.82098055206983,1,31,6,"p6iX194",2016,NA,0.44
-0.82098055206983,NA,0,32,6,"p6iX194",NA,0.44,NA
NA,-1.04982212449868,1,31,6,"p6iX195",2016,NA,0.35
-1.04982212449868,NA,0,32,6,"p6iX195",NA,0.35,NA
NA,-0.891598119283784,1,31,6,"p6iX198",2016,NA,0.41
-0.891598119283784,NA,0,32,6,"p6iX198",NA,0.41,NA
NA,-1.20397280432594,1,31,6,"p6iX199",2016,NA,0.3
-1.20397280432594,NA,0,32,6,"p6iX199",NA,0.3,NA
NA,0.482426149244293,1,11,7,"p7i22",2003,NA,1.62
0.482426149244293,NA,0,16,7,"p7i22",2008,1.62,NA
NA,0.262364264467491,1,11,7,"p7i23",2003,NA,1.3
0.262364264467491,NA,0,13,7,"p7i23",2005,1.3,NA
NA,-1.07880966137193,1,16,7,"p7i257",2008,NA,0.34
-1.07880966137193,NA,0,17,7,"p7i257",2009,0.34,NA
NA,-0.385662480811985,1,17,7,"p7i286",2009,NA,0.68
-0.385662480811985,0.262364264467491,1,18,7,"p7i286",2010,0.68,1.3
0.262364264467491,NA,0,19,7,"p7i286",NA,1.3,NA
NA,0.215111379616945,1,16,7,"p7i287",2008,NA,1.24
0.215111379616945,0.262364264467491,1,17,7,"p7i287",2009,1.24,1.3
0.262364264467491,NA,0,18,7,"p7i287",2010,1.3,NA
NA,1.1314021114911,1,11,7,"p7i36",2003,NA,3.1
1.1314021114911,NA,0,16,7,"p7i36",2008,3.1,NA
NA,NA,1,17,7,"p7iU11",2009,NA,NA
NA,0.518793793415168,1,18,7,"p7iU11",2010,NA,1.68
0.518793793415168,NA,0,19,7,"p7iU11",NA,1.68,NA
NA,0.231111720963387,1,1,8,"p8i152",2004,NA,1.26
0.231111720963387,0.62057648772511,1,2,8,"p8i152",2005,1.26,1.86
0.62057648772511,0.819779831493311,1,3,8,"p8i152",2006,1.86,2.27
0.819779831493311,1.02961941718116,1,4,8,"p8i152",2007,2.27,2.8
1.02961941718116,1.02961941718116,1,5,8,"p8i152",2008,2.8,2.8
1.02961941718116,1.19392246847243,1,6,8,"p8i152",2009,2.8,3.3
1.19392246847243,NA,0,7,8,"p8i152",NA,3.3,NA
NA,0.553885113226438,1,1,8,"p8i230",2004,NA,1.74
0.553885113226438,NA,0,2,8,"p8i230",2005,1.74,NA
NA,-0.385662480811985,1,1,8,"p8i260",2004,NA,0.68
-0.385662480811985,-0.63487827243597,1,2,8,"p8i260",2005,0.68,0.53
-0.63487827243597,0.0295588022415444,1,3,8,"p8i260",2006,0.53,1.03
0.0295588022415444,0.8754687373539,1,4,8,"p8i260",2007,1.03,2.4
0.8754687373539,0.982078472412158,1,5,8,"p8i260",2008,2.4,2.67
0.982078472412158,1.22377543162212,1,6,8,"p8i260",2009,2.67,3.4
1.22377543162212,NA,0,7,8,"p8i260",NA,3.4,NA
NA,-0.446287102628419,1,1,8,"p8i281",2004,NA,0.64
-0.446287102628419,-0.562118918153541,1,3,8,"p8i281",2006,0.64,0.57
-0.562118918153541,NA,0,4,8,"p8i281",2007,0.57,NA
NA,-0.0100503358535015,1,1,8,"p8i331",2004,NA,0.99
-0.0100503358535015,0.336472236621213,1,2,8,"p8i331",2005,0.99,1.4
0.336472236621213,0.336472236621213,1,3,8,"p8i331",2006,1.4,1.4
0.336472236621213,0.657520002916794,1,4,8,"p8i331",2007,1.4,1.93
0.657520002916794,0.854415328156068,1,5,8,"p8i331",2008,1.93,2.35
0.854415328156068,0.947789398933526,1,6,8,"p8i331",2009,2.35,2.58
0.947789398933526,NA,0,7,8,"p8i331",NA,2.58,NA
NA,0.542324290825362,1,3,8,"p8i512",2006,NA,1.72
0.542324290825362,0.845868267577609,1,4,8,"p8i512",2007,1.72,2.33
0.845868267577609,0.0198026272961797,1,5,8,"p8i512",2008,2.33,1.02
0.0198026272961797,1.14740245283754,1,6,8,"p8i512",2009,1.02,3.15
1.14740245283754,NA,0,7,8,"p8i512",NA,3.15,NA
NA,0.262364264467491,1,3,8,"p8i513",2006,NA,1.3
0.262364264467491,0.741937344729377,1,4,8,"p8i513",2007,1.3,2.1
0.741937344729377,0.974559639998131,1,5,8,"p8i513",2008,2.1,2.65
0.974559639998131,1.07158361628019,1,6,8,"p8i513",2009,2.65,2.92
1.07158361628019,NA,0,7,8,"p8i513",NA,2.92,NA
NA,0.139761942375159,1,1,8,"p8i75",2004,NA,1.15
0.139761942375159,0.0953101798043249,1,2,8,"p8i75",2005,1.15,1.1
0.0953101798043249,0.29266961396282,1,3,8,"p8i75",2006,1.1,1.34
0.29266961396282,0.765467842139571,1,4,8,"p8i75",2007,1.34,2.15
0.765467842139571,1.08856195281461,1,5,8,"p8i75",2008,2.15,2.97
1.08856195281461,NA,0,6,8,"p8i75",NA,2.97,NA
NA,-0.162518929497775,1,1,8,"p8iN64",2004,NA,0.85
-0.162518929497775,-0.22314355131421,1,2,8,"p8iN64",2005,0.85,0.8
-0.22314355131421,-0.105360515657826,1,3,8,"p8iN64",2006,0.8,0.9
-0.105360515657826,0.8754687373539,1,4,8,"p8iN64",2007,0.9,2.4
0.8754687373539,1.00795792039998,1,5,8,"p8iN64",2008,2.4,2.74
1.00795792039998,1.25276296849537,1,6,8,"p8iN64",2009,2.74,3.5
1.25276296849537,NA,0,7,8,"p8iN64",NA,3.5,NA
NA,-0.083381608939051,1,0,8,"p8.1i75",2003,NA,0.92
NA,-0.400477566597125,1,0,8,"p8.1i152",2003,NA,0.67
NA,-0.0408219945202552,1,0,8,"p8.1i230",2003,NA,0.96
