RUID,UID,Census,Set,SubSet,PlotNum,PlotCode,AbYr,PlotAge,Tra,Qua,Crit,Sample,Tag,Species,TaxRL,PosX,PosY,Sup,CAR,RecrYr,DeadYr,ExcYr,RincYr,NfouYr,Height,CovD1,CovD2,DBH01,DBH02,DBH03,DBH04,DBH05,DBH06,DBH07,DBH08,DBH09,DBH10,DBH11,DBH12,DBH13,DBH14,DBH15,DBH16,DBH17,DBH18,DBH19,DBH20,DBH21,DBH22,DBH23,DBH24,DBH25,DBH26,DBH27,DBH28,DBH29,DBH30,minDBH,maxDBH,Basal.cm2/plot,Basal.m2/ha,Cob.m2/plot,Cob.m2/ha,Dens.ha,Rec.ha,Mu.ha,Stems,Observaciones anuales
21811504,218115,2004,MatCan,NA,SC05,SEL,Mature,#VALUE!,4,3,B,500,244,Mimosa eurycarpa,S,0.85,11.65,1,,,2005,,,,5.45,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.3,41.85386812745,0.0837077362549,0,0,20,0,0,1,"dap 3.6 mto, dap 7.3 casi mta, c/reb"
21795804,217958,2004,MatCan,NA,SC05,SEL,Mature,#VALUE!,4,4,A,500,241,Mimosa eurycarpa,S,2.2,17.82,1,,,2016,,,,5,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,8.8,60.8212337734984,0.121642467546997,0,0,20,0,0,1,Crece junto a un tocon grande de 20cm diam
21789705,217897,2005,MatCan,NA,SC05,SEL,Mature,#VALUE!,3,1,C,500,200,Mimosa eurycarpa,S,0.26,1.8,1,,,2007,,,,3.08,2.4,2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.4,22.9022104446696,0.0458044208893392,3.76991118430775,75.398223686155,20,0,0,1,
21771205,217712,2005,MatCan,NA,SC05,SEL,Mature,#VALUE!,3,1,C,500,186,Mimosa eurycarpa,S,1.46,4.99,1,,,2016,,,,4.65,3.75,4,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,10.2,81.7128249198705,0.163425649839741,11.7809724509617,235.619449019234,20,0,0,1,
21760605,217606,2005,MatCan,NA,SC05,SEL,Mature,#VALUE!,3,3,B,375,177,Mimosa eurycarpa,S,3.45,13.56,1,,,2013,,,,4.95,2.5,3.1,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,16.61902513749,0.04431740036664,6.08683576633022,162.315620435473,26.6666666666667,0,0,1,
21759005,217590,2005,MatCan,NA,SC05,SEL,Mature,#VALUE!,3,3,B,375,381,Mimosa eurycarpa,S,0.3,13.6,1,,2005,2016,2015,,,4.55,2.2,2.6,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,2.65,5.51545860245858,0.0147078896065562,4.4924774946334,119.799399856891,26.6666666666667,26.6666666666667,0,1,
21842905,218429,2005,MatCan,NA,SC05,SEL,Mature,#VALUE!,4,1,C,500,285,Mimosa eurycarpa,S,4.63,1.3,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,muerta
21811505,218115,2005,MatCan,NA,SC05,SEL,Mature,#VALUE!,4,3,B,500,244,Mimosa eurycarpa,S,0.85,11.65,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,muerta en pie
21795805,217958,2005,MatCan,NA,SC05,SEL,Mature,#VALUE!,4,4,A,500,241,Mimosa eurycarpa,S,2.2,17.82,1,,,2016,,,,6.43,3.6,4.6,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.5,70.8821842466197,0.141764368493239,13.0061935858617,260.123871717235,20,0,0,1,
21789706,217897,2006,MatCan,NA,SC05,SEL,Mature,#VALUE!,3,1,C,500,200,Mimosa eurycarpa,S,0.26,1.8,1,,,2007,,,,3.15,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.6,24.630086404144,0.049260172808288,0,0,20,0,0,1,
